"am_sid","sciname","reviewed","iucn_sid","popn_trend","popn_category","spp_group","id_no","spatial_source","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area","area_ratio","lg_area_pct","spp_group_text","occurcells"
"ITS-Mam-180498","Ziphius cavirostris",1,23211,"Unknown","LC","MARINE_MAMMALS",23211,"iucn_parent",311814461.4,302664951.9,297129620.2,89.674,6.633,3.693,0,"IUCN",19.558,98.171,81.699,NA,834
"Fis-24556","Dermatolepis inermis",NA,39303,"Decreasing","NT","GROUPERS",39303,"iucn",5516841.8,3775540,5029998.1,60.158,8.579,31.263,0,"AM",15.523,75.06,1.358,"Groupers",121
"Fis-26117","Cephalopholis boenak",NA,39773,"Unknown","LC","GROUPERS",39773,"iucn",20681350.3,13086234.3,17448526.8,47.367,15.856,36.777,0,"AM",16.845,74.999,4.71,"Groupers",200
"Fis-26129","Cromileptes altivelis",1,39774,"Decreasing","VU","GROUPERS",39774,"iucn",15842847.7,9074713.1,14043718.1,45.754,11.353,42.892,0,"AM",16.578,64.618,3.791,"Groupers",133
"ITS-Mam-180502","Indopacetus pacificus",1,40635,"Unknown","DD","MARINE_MAMMALS",40635,"iucn",182384413.1,182384413.1,0,0,100,0,NA,"IUCN",19.022,0,49.231,NA,23
"ITS-Mam-180631","Arctocephalus forsteri",1,41664,"Increasing","LC","MARINE_MAMMALS",41664,"iucn",15870742.3,14330270.2,12226267.6,68.328,21.279,10.392,0,"IUCN",16.58,85.318,3.868,NA,120
"ITS-Mam-180621","Zalophus californianus",1,41666,"Increasing","LC","MARINE_MAMMALS",41666,"iucn",4274058.2,3232092.4,2467965.1,32.657,44.557,22.785,0,"IUCN",15.268,76.358,0.872,NA,266
"ITS-Mam-622014","Zalophus wollebaeki",1,41668,"Decreasing","EN","MARINE_MAMMALS",41668,"iucn",427105.2,304040.3,166140.7,10,61.429,28.571,0,"IUCN",12.965,54.644,0.082,NA,20
"ITS-Mam-622021","Histriophoca fasciata",NA,41670,"Unknown","DD","MARINE_MAMMALS",41670,"iucn",20817332.7,20817332.7,0,0,100,0,NA,"IUCN",16.851,0,5.619,NA,69
"ITS-Mam-622022","Pagophilus groenlandicus",1,41671,"Increasing","LC","MARINE_MAMMALS",41671,"iucn",11582667.9,5845430.7,11206373.4,49.267,3.78,46.952,0,"AM",16.265,52.162,3.025,NA,147
"ITS-Mam-622018","Pusa hispida",NA,41672,"Unknown","LC","MARINE_MAMMALS",41672,"iucn",54596559.8,51108274.7,21213604.2,40.216,34.52,25.264,0,"IUCN",17.815,41.507,13.796,NA,311
"ITS-Mam-612591","Eubalaena japonica",1,41711,"Unknown","EN","MARINE_MAMMALS",41711,"iucn_parent",37940861,37799388.9,6737101,21.469,78.192,0.339,0,"IUCN",17.452,17.823,10.203,NA,5
"ITS-Mam-612596","Tursiops aduncus",1,41714,"Unknown","DD","MARINE_MAMMALS",41714,"iucn",18840138.2,18840138.2,0,0,100,0,NA,"IUCN",16.752,0,5.086,NA,136
"ITS-Mam-180475","Phocoena dioptrica",1,41715,"Unknown","DD","MARINE_MAMMALS",41715,"iucn",57023565.1,57023565.1,0,0,100,0,NA,"IUCN",17.859,0,15.392,NA,32
"ITS-Mam-180488","Physeter macrocephalus",1,41755,"Unknown","VU","MARINE_MAMMALS",41755,"iucn_parent",357980835,346650343.5,355448717.6,92.741,1.336,5.922,0,"AM",19.696,97.525,95.947,NA,1128
"ITS-612599","Mesoplodon perrini",1,41759,"Unknown","DD","MARINE_MAMMALS",41759,"iucn",16358203,16358203,0,0,100,0,NA,"IUCN",16.61,0,4.416,NA,1
"ITS-Mam-612598","Mesoplodon traversii",1,41760,"Unknown","DD","MARINE_MAMMALS",41760,"iucn",52862300.7,52862300.7,0,0,100,0,NA,"IUCN",17.783,0,14.269,NA,6
"Fis-25493","Epinephelus akaara",1,43974,"Decreasing","EN","GROUPERS",43974,"iucn",2180927.6,783409.2,2095581.1,32.238,4.015,63.747,0,"AM",14.595,37.384,0.566,"Groupers",18
"Fis-26130","Dermatolepis striolata",NA,44672,"Unknown","DD","GROUPERS",44672,"iucn",1405664.1,1405664.1,0,0,100,0,NA,"IUCN",14.156,0,0.379,"Groupers",10
"Fis-25130","Epinephelus fuscoguttatus",1,44673,"Unknown","NT","GROUPERS",44673,"iucn",24362724.7,11945805.5,20942108.7,34.887,14.078,51.036,0,"AM",17.009,57.042,5.653,"Groupers",127
"Fis-26136","Epinephelus coioides",1,44674,"Decreasing","NT","GROUPERS",44674,"iucn",22110118,15851500.3,18468038.5,54.747,17.029,28.225,0,"AM",16.912,85.832,4.985,"Groupers",165
"Fis-163783","Hyporthodus quernus",NA,44675,"Unknown","NT","GROUPERS",44675,"iucn",553017,236695.7,427465.4,20,23.077,56.923,0,"AM",13.223,55.372,0.115,"Groupers",18
"Fis-31618","Epinephelus albomarginatus",1,44677,"Decreasing","VU","GROUPERS",44677,"iucn",264443.1,106152.4,261658.2,39.175,1.031,59.794,0,"AM",12.485,40.569,0.071,"Groupers",16
"Fis-22721","Epinephelus morio",NA,44681,"Decreasing","NT","GROUPERS",44681,"iucn",5621831.1,4054117.3,4992485.1,61.269,11.037,27.695,0,"AM",15.542,81.204,1.348,"Groupers",199
"Fis-23651","Mycteroperca tigris",NA,44682,"Unknown","LC","GROUPERS",44682,"iucn",5013876.9,3043176.1,4394988,48.116,12.754,39.13,0,"AM",15.428,69.242,1.186,"Groupers",102
"Fis-23652","Mycteroperca venenosa",NA,44683,"Decreasing","NT","GROUPERS",44683,"iucn",4830704,3274728.6,3996996.2,50.12,17.771,32.108,0,"AM",15.391,81.93,1.079,"Groupers",103
"Fis-25341","Plectropomus leopardus",NA,44684,"Decreasing","NT","GROUPERS",44684,"iucn",16572690.3,10931050.9,11777036.3,37.004,28.917,34.079,0,"AM",16.623,92.817,3.179,"Groupers",122
"Fis-33251","Epinephelus cifuentesi",NA,44686,"Unknown","NT","GROUPERS",44686,"iucn_parent",315117.5,137765.2,253848.2,24.272,19.417,56.311,0,"AM",12.661,54.271,0.069,"Groupers",25
"Fis-26492","Epinephelus awoara",NA,61336,"Unknown","DD","GROUPERS",61336,"iucn",1215211.7,1215211.7,0,0,100,0,NA,"IUCN",14.01,0,0.328,"Groupers",19
"Fis-26498","Epinephelus daemelii",NA,61337,"Unknown","NT","GROUPERS",61337,"iucn",1336051.9,737737.5,1139353.9,40.901,15.009,44.09,0,"AM",14.105,64.751,0.308,"Groupers",35
"Fis-26113","Epinephelus malabaricus",NA,61338,"Decreasing","NT","GROUPERS",61338,"iucn",23227427.2,15668770.1,19913928.1,53.019,14.44,32.541,0,"AM",16.961,78.682,5.375,"Groupers",132
"Fis-26142","Epinephelus polyphekadion",NA,61339,"Decreasing","NT","GROUPERS",61339,"iucn",27357025.5,13544858.4,22252451.3,30.645,19.011,50.344,0,"AM",17.124,60.869,6.007,"Groupers",129
"Fis-25689","Bolbometopon muricatum",1,63571,"Decreasing","VU","WRASSE",63571,"iucn",23322704,10374113.5,20074292.2,30.442,14.126,55.432,0,"AM",16.965,51.679,5.419,NA,83
"Fis-32305","Epinephelus bruneus",1,64396,"Decreasing","VU","GROUPERS",64396,"iucn",2099849.5,1244967.1,1964988.9,52.357,6.369,41.274,0,"AM",14.557,63.357,0.53,"Groupers",25
"Fis-163777","Hyporthodus flavolimbatus",NA,64400,"Decreasing","VU","GROUPERS",64400,"iucn",5303463.8,3175065.6,4690578.1,48.336,11.348,40.316,0,"AM",15.484,67.69,1.266,"Groupers",139
"Fis-32318","Epinephelus timorensis",NA,64406,"Unknown","DD","GROUPERS",64406,"iucn",3221532.5,3221532.5,0,0,100,0,NA,"IUCN",14.985,0,0.87,"Groupers",3
"Fis-32320","Epinephelus tuamotuensis",NA,64407,"Unknown","LC","GROUPERS",64407,"iucn",1897648.2,204141.2,1894619.7,10.429,0.153,89.417,0,"AM",14.456,10.775,0.511,"Groupers",3
"Fis-26516","Epinephelus undulatostriatus",NA,64408,"Unknown","DD","GROUPERS",64408,"iucn",285092.4,285092.4,0,0,100,0,NA,"IUCN",12.561,0,0.077,"Groupers",40
"Fis-23648","Mycteroperca interstitialis",NA,64410,"Decreasing","VU","GROUPERS",64410,"iucn",4872261.2,3365807.3,3653744.9,44.444,24.837,30.719,0,"AM",15.399,92.119,0.986,"Groupers",83
"Fis-31641","Plectropomus areolatus",1,64411,"Decreasing","VU","GROUPERS",64411,"iucn",17683043.3,7911879.5,14423080,26.263,18.524,55.213,0,"AM",16.688,54.856,3.893,"Groupers",52
"Fis-26517","Plectropomus laevis",1,64412,"Decreasing","VU","GROUPERS",64412,"iucn",21098250.7,7929887.7,18629766.6,25.707,11.899,62.394,0,"AM",16.865,42.566,5.029,"Groupers",119
"Fis-23120","Epinephelus aeneus",NA,132722,"Decreasing","NT","GROUPERS",132722,"iucn",3937859.2,2138451.6,3747596.7,49.384,4.863,45.753,0,"AM",15.186,57.062,1.012,"Groupers",168
"Fis-25572","Epinephelus maculatus",NA,132723,"Decreasing","LC","GROUPERS",132723,"iucn",18233298.5,10298573.4,13677857.5,31.436,25.086,43.478,0,"AM",16.719,75.294,3.692,"Groupers",121
"Fis-26116","Cephalopholis aurantia",NA,132725,"Unknown","DD","GROUPERS",132725,"iucn",22010498.1,15014324.6,12773415.7,26.003,42.496,31.501,0,"IUCN",16.907,85.075,4.053,"Groupers",94
"Fis-26503","Epinephelus flavocaeruleus",NA,132726,"Unknown","LC","GROUPERS",132726,"iucn",6276380.4,2498589.2,5798917.9,32.333,7.714,59.952,0,"AM",15.652,43.087,1.565,"Groupers",43
"Fis-23713","Paranthias furcifer",NA,132727,"Stable","LC","GROUPERS",132727,"iucn",5900869.5,4125866.4,4164971.4,40.97,29.144,29.886,0,"AM",15.591,99.061,1.124,"Groupers",112
"Fis-26514","Epinephelus summana",NA,132728,"Unknown","DD","GROUPERS",132728,"iucn",443420.1,443420.1,0,0,100,0,NA,"IUCN",13.002,0,0.12,"Groupers",20
"Fis-30327","Mycteroperca phenax",NA,132729,"Stable","LC","GROUPERS",132729,"iucn",3153539.7,2198540.6,2351924.7,44.314,25.271,30.415,0,"AM",14.964,93.478,0.635,"Groupers",86
"Fis-163774","Hyporthodus acanthistius",NA,132730,"Unknown","LC","GROUPERS",132730,"iucn",1772805.7,879792.4,1717669.1,46.787,2.965,50.247,0,"AM",14.388,51.22,0.464,"Groupers",34
"Fis-26123","Cephalopholis miniata",NA,132732,"Decreasing","LC","GROUPERS",132732,"iucn",28357026.2,16259055.7,22748918.3,37.311,20.281,42.408,0,"AM",17.16,71.472,6.141,"Groupers",169
"Fis-27163","Cephalopholis panamensis",NA,132733,"Stable","LC","GROUPERS",132733,"iucn",1497528.3,768966.2,1272860.4,36.935,15.324,47.741,0,"AM",14.219,60.412,0.344,"Groupers",97
"Fis-163780","Hyporthodus niphobles",NA,132734,"Unknown","DD","GROUPERS",132734,"iucn",944437.8,944437.8,0,0,100,0,NA,"IUCN",13.758,0,0.255,"Groupers",31
"Fis-115487","Epinephelus latifasciatus",NA,132735,"Unknown","DD","GROUPERS",132735,"iucn",12190470,12190470,0,0,100,0,NA,"IUCN",16.316,0,3.291,"Groupers",70
"Fis-25944","Epinephelus rivulatus",NA,132736,"Decreasing","LC","GROUPERS",132736,"iucn",19058428.7,15541369.8,8470911.6,26.391,54.855,18.754,0,"IUCN",16.763,54.506,4.195,"Groupers",117
"Fis-26121","Cephalopholis leopardus",NA,132737,"Unknown","LC","GROUPERS",132737,"iucn",22868916.6,10651980.4,19656786,32.375,14.184,53.441,0,"AM",16.945,54.19,5.306,"Groupers",173
"Fis-25576","Variola louti",NA,132738,"Stable","LC","GROUPERS",132738,"iucn",32722210.2,18228929.6,25009510.2,31.975,23.943,44.082,0,"AM",17.304,72.888,6.751,"Groupers",239
"Fis-26145","Epinephelus undulosus",NA,132739,"Unknown","DD","GROUPERS",132739,"iucn",13828873.7,8246223.2,11028835.5,39.142,20.644,40.215,0,"AM",16.442,74.77,2.977,"Groupers",32
"Fis-26125","Cephalopholis sexmaculata",NA,132741,"Decreasing","LC","GROUPERS",132741,"iucn",26260143,14861753.4,18861089.2,28.358,28.221,43.421,0,"AM",17.084,78.796,5.091,"Groupers",86
"Fis-27331","Cephalopholis nigri",NA,132742,"Unknown","LC","GROUPERS",132742,"iucn",1282236.1,732013,1179198.5,48.585,8.255,43.16,0,"AM",14.064,62.077,0.318,"Groupers",31
"Fis-26119","Cephalopholis formosa",NA,132743,"Unknown","LC","GROUPERS",132743,"iucn",12825629.3,8930636.8,8385062.7,34.769,35.027,30.204,0,"IUCN",16.367,93.891,2.411,"Groupers",61
"Fis-25575","Epinephelus morrhua",NA,132745,"Decreasing","LC","GROUPERS",132745,"iucn",19489229.3,12861428.5,11326681.1,24.18,41.8,34.02,0,"IUCN",16.785,88.067,3.472,"Groupers",131
"Fis-31844","Epinephelus melanostigma",NA,132746,"Unknown","DD","GROUPERS",132746,"iucn",11350348.1,11350348.1,0,0,100,0,NA,"IUCN",16.245,0,3.064,"Groupers",98
"Fis-31554","Epinephelus spilotoceps",NA,132747,"Unknown","LC","GROUPERS",132747,"iucn",17917539.8,6366260.3,15925388.7,24.278,11.227,64.494,0,"AM",16.701,39.976,4.299,"Groupers",81
"Fis-26507","Epinephelus longispinis",NA,132748,"Unknown","LC","GROUPERS",132748,"iucn",10573796,7522633.4,4734555,16.054,54.919,29.028,0,"IUCN",16.174,62.937,2.031,"Groupers",47
"Fis-32316","Epinephelus stictus",NA,132749,"Unknown","LC","GROUPERS",132749,"iucn",3700161.3,3079012.4,1316508.5,19.2,63.2,17.6,0,"IUCN",15.124,42.757,0.831,"Groupers",11
"Fis-135733","Epinephelus coeruleopunctatus",NA,132751,"Unknown","LC","GROUPERS",132751,"iucn",24003287.5,13988233.7,17952498.2,33.048,25.295,41.657,0,"AM",16.994,77.918,4.846,"Groupers",91
"Fis-32304","Epinephelus bilobatus",NA,132752,"Unknown","DD","GROUPERS",132752,"iucn",113520.3,113520.3,0,0,100,0,NA,"IUCN",11.64,0,0.031,"Groupers",8
"Fis-32313","Epinephelus polylepis",NA,132753,"Decreasing","NT","GROUPERS",132753,"iucn",1621261.9,1235194,1422287,64.654,11.723,23.623,0,"AM",14.299,86.846,0.384,"Groupers",12
"Fis-32974","Alphestes immaculatus",NA,132754,"Unknown","LC","GROUPERS",132754,"iucn",1841764.4,959503.5,1569126,37.239,15.409,47.352,0,"AM",14.426,61.149,0.424,"Groupers",88
"Fis-26511","Epinephelus radiatus",NA,132755,"Unknown","LC","GROUPERS",132755,"iucn",15484596,13892489.1,3384388.2,11.761,77.478,10.76,0,"IUCN",16.555,24.361,3.75,"Groupers",59
"Fis-26508","Epinephelus miliaris",NA,132756,"Unknown","LC","GROUPERS",132756,"iucn",16458534.4,10325839.3,9335129.2,19.394,43.353,37.253,0,"IUCN",16.616,90.406,2.787,"Groupers",57
"Fis-26126","Cephalopholis sonnerati",NA,132757,"Stable","LC","GROUPERS",132757,"iucn",27022611,14555164.4,21861577.5,34.712,19.186,46.102,0,"AM",17.112,66.579,5.901,"Groupers",121
"Fis-25131","Epinephelus tauvina",NA,132758,"Unknown","DD","GROUPERS",132758,"iucn",17339860.7,17339860.7,0,0,100,0,NA,"IUCN",16.669,0,4.681,"Groupers",250
"Fis-26120","Cephalopholis hemistiktos",NA,132759,"Decreasing","NT","GROUPERS",132759,"iucn",1693270.7,1175184,1522159.2,59.729,9.814,30.457,0,"AM",14.342,77.205,0.411,"Groupers",30
"Fis-26502","Epinephelus faveatus",1,132760,"Unknown","DD","GROUPERS",132760,"iucn",726293.5,726293.5,0,0,100,0,NA,"IUCN",13.496,0,0.196,"Groupers",20
"Fis-22703","Cephalopholis cruentata",NA,132761,"Stable","LC","GROUPERS",132761,"iucn",4272975.3,2645047.6,4146402,59.219,2.961,37.82,0,"AM",15.268,63.791,1.119,"Groupers",180
"Fis-27343","Epinephelus costae",NA,132762,"Unknown","DD","GROUPERS",132762,"iucn",1999204.9,1999204.9,0,0,100,0,NA,"IUCN",14.508,0,0.54,"Groupers",80
"Fis-26137","Epinephelus corallicola",NA,132763,"Unknown","DD","GROUPERS",132763,"iucn",7474526.2,7474526.2,0,0,100,0,NA,"IUCN",15.827,0,2.018,"Groupers",97
"Fis-27135","Alphestes afer",NA,132764,"Unknown","LC","GROUPERS",132764,"iucn",4224220.3,2483576,3576969.6,43.49,15.166,41.343,0,"AM",15.256,69.432,0.966,"Groupers",66
"Fis-25402","Epinephelus goreensis",NA,132765,"Unknown","DD","GROUPERS",132765,"iucn",1474110.1,677596.1,1461920.6,44.948,0.825,54.227,0,"AM",14.204,46.35,0.395,"Groupers",96
"Fis-26245","Epinephelus macrospilos",NA,132766,"Unknown","LC","GROUPERS",132766,"iucn",24264451.1,12853452.2,18776107.7,30.306,22.807,46.888,0,"AM",17.005,68.456,5.068,"Groupers",102
"Fis-27319","Dermatolepis dermatolepis",NA,132767,"Unknown","LC","GROUPERS",132767,"iucn",1904199.8,892930.6,1619899.7,31.951,15.054,52.995,0,"AM",14.46,55.123,0.437,"Groupers",68
"Fis-26138","Epinephelus fasciatomaculosus",NA,132769,"Unknown","DD","GROUPERS",132769,"iucn",1064990.2,1064990.2,0,0,100,0,NA,"IUCN",13.878,0,0.287,"Groupers",22
"Fis-24648","Gonioplectrus hispanus",NA,132771,"Unknown","LC","GROUPERS",132771,"iucn",5312281.8,3394027.2,4954621.4,57.408,6.616,35.976,0,"AM",15.486,68.502,1.337,"Groupers",107
"Fis-163782","Hyporthodus octofasciatus",NA,132772,"Unknown","DD","GROUPERS",132772,"iucn",11802543.4,11802543.4,0,0,100,0,NA,"IUCN",16.284,0,3.186,"Groupers",55
"Fis-31413","Epinephelus tukula",NA,132773,"Unknown","LC","GROUPERS",132773,"iucn",15332119.6,12837688.9,5785993,21.828,61.641,16.531,0,"IUCN",16.545,45.07,3.465,"Groupers",81
"Fis-25586","Epinephelus areolatus",NA,132774,"Unknown","LC","GROUPERS",132774,"iucn",23534997.1,15763178.5,20042737.5,52.001,15.054,32.945,0,"AM",16.974,78.648,5.41,"Groupers",245
"Fis-32352","Plectropomus pessuliferus",NA,132775,"Decreasing","NT","GROUPERS",132775,"iucn",13806416.5,12035273.2,3198429.3,10.398,76.789,12.813,0,"IUCN",16.441,26.575,3.249,"Groupers",22
"Fis-26483","Plectropomus oligacanthus",1,132776,"Decreasing","NT","GROUPERS",132776,"iucn",10878414.6,6499344.5,8007913.9,33.231,26.696,40.073,0,"AM",16.202,81.162,2.162,"Groupers",26
"Fis-26499","Epinephelus diacanthus",NA,132777,"Decreasing","NT","GROUPERS",132777,"iucn",1446177,947263.4,1254149.8,52.642,13.211,34.146,0,"AM",14.184,75.53,0.339,"Groupers",18
"Fis-26244","Epinephelus hexagonatus",1,132778,"Stable","LC","GROUPERS",132778,"iucn",23095387.6,12166447.7,15722095.8,20.772,31.733,47.495,0,"AM",16.955,77.384,4.244,"Groupers",161
"Fis-31841","Cephalopholis oligosticta",NA,132779,"Unknown","LC","GROUPERS",132779,"iucn",574300.4,338931,574300.4,59.204,0,40.796,0,"AM",13.261,59.016,0.155,"Groupers",8
"Fis-25340","Epinephelus sexfasciatus",NA,132780,"Unknown","DD","GROUPERS",132780,"iucn",7668157.8,7668157.8,0,0,100,0,NA,"IUCN",15.853,0,2.07,"Groupers",155
"Fis-31823","Cephalopholis argus",NA,132781,"Stable","LC","GROUPERS",132781,"iucn",30457702.7,14383091.3,26999188.4,35.624,11.64,52.736,0,"AM",17.232,53.272,7.288,"Groupers",237
"Fis-31840","Cephalopholis aitha",NA,132782,"Unknown","DD","GROUPERS",132782,"iucn",2552986.9,2552986.9,0,0,100,0,NA,"IUCN",14.753,0,0.689,"Groupers",5
"Fis-26128","Cephalopholis urodeta",1,132783,"Unknown","LC","GROUPERS",132783,"iucn",25517450.5,14168176.6,17763776.1,25.108,30.39,44.502,0,"AM",17.055,79.759,4.795,"Groupers",256
"Fis-31843","Epinephelus magniscuttis",NA,132784,"Unknown","DD","GROUPERS",132784,"iucn",7569768.3,7569768.3,0,0,100,0,NA,"IUCN",15.84,0,2.043,"Groupers",26
"Fis-26501","Epinephelus erythrurus",NA,132785,"Unknown","DD","GROUPERS",132785,"iucn",3501155.3,3501155.3,0,0,100,0,NA,"IUCN",15.069,0,0.945,"Groupers",22
"Fis-50377","Cephalopholis nigripinnis",NA,132786,"Unknown","DD","GROUPERS",132786,"iucn",1348342.1,1348342.1,0,0,100,0,NA,"IUCN",14.114,0,0.364,"Groupers",27
"Fis-25382","Anyperodon leucogrammicus",NA,132787,"Unknown","LC","GROUPERS",132787,"iucn",25894941.5,13956653.6,22898822.5,42.039,11.93,46.031,0,"AM",17.07,60.949,6.181,"Groupers",128
"Fis-31150","Epinephelus merra",1,132788,"Stable","LC","GROUPERS",132788,"iucn",28787429.7,13988681.7,24613893.8,33.931,14.614,51.455,0,"AM",17.175,56.832,6.644,"Groupers",336
"Fis-26122","Cephalopholis microprion",NA,132789,"Unknown","LC","GROUPERS",132789,"iucn",13309013.8,8785058.1,10305533.2,43.228,22.741,34.031,0,"AM",16.404,85.246,2.782,"Groupers",93
"Fis-26518","Triso dermopterus",1,132790,"Unknown","LC","GROUPERS",132790,"iucn",3983516.7,3035022.3,1817167.9,22.819,52.198,24.983,0,"IUCN",15.198,59.873,0.819,"Groupers",27
"Fis-31363","Cephalopholis igarashiensis",NA,132791,"Unknown","DD","GROUPERS",132791,"iucn",5194498,5194498,0,0,100,0,NA,"IUCN",15.463,0,1.402,"Groupers",31
"Fis-26513","Epinephelus stoliczkae",NA,132793,"Unknown","DD","GROUPERS",132793,"iucn",1098270.7,1098270.7,0,0,100,0,NA,"IUCN",13.909,0,0.296,"Groupers",18
"Fis-32315","Epinephelus retouti",NA,132794,"Unknown","DD","GROUPERS",132794,"iucn",13066335.8,13066335.8,0,0,100,0,NA,"IUCN",16.386,0,3.527,"Groupers",67
"Fis-163776","Hyporthodus ergastularius",NA,132795,"Unknown","LC","GROUPERS",132795,"iucn",546928.7,278205.3,521240.3,46.465,4.545,48.99,0,"AM",13.212,53.374,0.141,"Groupers",18
"Fis-27340","Epinephelus caninus",1,132796,"Unknown","DD","GROUPERS",132796,"iucn",3374597.4,3374597.4,0,0,100,0,NA,"IUCN",15.032,0,0.911,"Groupers",146
"Fis-32309","Epinephelus heniochus",NA,132798,"Unknown","DD","GROUPERS",132798,"iucn",9376933.4,9376933.4,0,0,100,0,NA,"IUCN",16.054,0,2.531,"Groupers",41
"Fis-26144","Epinephelus quoyanus",NA,132799,"Decreasing","LC","GROUPERS",132799,"iucn",15376472.7,6444799.6,14560392.4,36.518,5.261,58.221,0,"AM",16.548,44.263,3.93,"Groupers",133
"Fis-26146","Gracila albomarginata",NA,132800,"Unknown","DD","GROUPERS",132800,"iucn",9443814.5,9443814.5,0,0,100,0,NA,"IUCN",16.061,0,2.549,"Groupers",74
"Fis-32321","Plectropomus punctatus",NA,132801,"Unknown","DD","GROUPERS",132801,"iucn",1000636.4,1000636.4,0,0,100,0,NA,"IUCN",13.816,0,0.27,"Groupers",16
"Fis-26510","Epinephelus poecilonotus",NA,132802,"Unknown","LC","GROUPERS",132802,"iucn",17028849.4,14730554,4998141.7,16.284,70.022,13.694,0,"IUCN",16.65,33.93,3.976,"Groupers",51
"Fis-145041","Cephalopholis polyspila",NA,132803,"Unknown","LC","GROUPERS",132803,"iucn",159540.7,9151.5,159540.7,5.769,0,94.231,0,"AM",11.98,5.736,0.043,"Groupers",3
"Fis-26141","Epinephelus ongus",NA,132804,"Unknown","LC","GROUPERS",132804,"iucn",21472411.9,12029095.7,17484855.9,37.136,18.658,44.206,0,"AM",16.882,68.797,4.72,"Groupers",129
"Fis-26124","Cephalopholis polleni",NA,132805,"Unknown","LC","GROUPERS",132805,"iucn",14444299.9,10972218,6219760.8,18.799,57.295,23.906,0,"IUCN",16.486,56.686,2.962,"Groupers",28
"Fis-27186","Cephalopholis fulva",NA,132806,"Decreasing","LC","GROUPERS",132806,"iucn",5649309.4,3683172.4,5406612.9,61.254,4.265,34.481,0,"AM",15.547,68.123,1.459,"Groupers",193
"Fis-163784","Hyporthodus septemfasciatus",NA,132807,"Unknown","LC","GROUPERS",132807,"iucn",1529563.6,602745.2,1362119.9,29.01,10.922,60.068,0,"AM",14.24,44.251,0.368,"Groupers",12
"Fis-26118","Cephalopholis cyanostigma",1,132808,"Unknown","LC","GROUPERS",132808,"iucn",12513073.8,8302778,10141794.3,47.238,19.162,33.6,0,"AM",16.342,81.867,2.738,"Groupers",130
"Fis-31845","Variola albimarginata",NA,132810,"Decreasing","LC","GROUPERS",132810,"iucn",23020964,14713325.2,15083480.3,29.328,34.6,36.071,0,"AM",16.952,97.546,4.072,"Groupers",107
"Fis-30328","Mycteroperca xenarcha",NA,132811,"Unknown","LC","GROUPERS",132811,"iucn",2171777.3,875033.8,1954115.8,30.026,10.053,59.921,0,"AM",14.591,44.779,0.527,"Groupers",39
"Fis-26131","Epinephelus amblycephalus",NA,132812,"Unknown","DD","GROUPERS",132812,"iucn",7976343.1,7976343.1,0,0,100,0,NA,"IUCN",15.892,0,2.153,"Groupers",46
"Fis-26132","Epinephelus bontoides",NA,132813,"Unknown","DD","GROUPERS",132813,"iucn",1965832.7,1965832.7,0,0,100,0,NA,"IUCN",14.491,0,0.531,"Groupers",7
"Fis-25571","Epinephelus cyanopodus",1,132815,"Unknown","LC","GROUPERS",132815,"iucn",17035035.1,9554413.4,13629848.2,36.074,20.158,43.769,0,"AM",16.651,70.099,3.679,"Groupers",63
"Fis-32322","Saloptia powelli",NA,132816,"Unknown","DD","GROUPERS",132816,"iucn",6505025.8,6505025.8,0,0,100,0,NA,"IUCN",15.688,0,1.756,"Groupers",38
"Fis-25570","Epinephelus fasciatus",NA,132817,"Decreasing","LC","GROUPERS",132817,"iucn",32310650.5,17203760.3,29839676.5,45.35,8.06,46.59,0,"AM",17.291,57.654,8.055,"Groupers",329
"Fis-25365","Plectropomus maculatus",NA,132818,"Decreasing","LC","GROUPERS",132818,"iucn",11331831,5299422.8,10750315.7,41.747,5.182,53.072,0,"AM",16.243,49.296,2.902,"Groupers",111
"Fis-22704","Epinephelus adscensionis",NA,132819,"Decreasing","LC","GROUPERS",132819,"iucn",6409918.6,4173242.5,5476517.1,50.884,14.092,35.025,0,"AM",15.673,76.202,1.478,"Groupers",152
"Fis-25389","Cephalopholis taeniops",NA,132820,"Unknown","DD","GROUPERS",132820,"iucn",944208.9,944208.9,0,0,100,0,NA,"IUCN",13.758,0,0.255,"Groupers",110
"Fis-26970","Paranthias colonus",NA,132822,"Stable","LC","GROUPERS",132822,"iucn",1844285.5,874170.8,1716124.9,40.8,7.2,52,0,"AM",14.428,50.939,0.463,"Groupers",103
"Fis-25679","Epinephelus chlorostigma",NA,132823,"Stable","LC","GROUPERS",132823,"iucn",21436648.2,16557498.2,9132012.6,20.116,57.21,22.674,0,"IUCN",16.881,55.153,4.469,"Groupers",123
"Fis-26127","Cephalopholis spiloparaea",NA,132825,"Unknown","LC","GROUPERS",132825,"iucn",22649445.8,10980538.9,17589583.7,26.035,22.371,51.594,0,"AM",16.936,62.426,4.748,"Groupers",103
