am_sid,am_category,reviewed,sciname,name_verified
Fis-22150,NA,null,Apogon pseudomaculatus,TRUE
Fis-22151,NA,null,Apogon quadrisquamatus,TRUE
Fis-113426,LC,null,Apogon retrosella,TRUE
Fis-161116,NA,null,Apogon seminigracaudus,TRUE
Fis-32628,NA,null,Apogon semiornatus,TRUE
Fis-146600,NA,null,Apogon susanae,TRUE
Fis-35412,NA,null,Apogon talboti,TRUE
Fis-24431,NA,null,Apogon townsendi,TRUE
Fis-54292,NA,null,Apogon unicolor,TRUE
Fis-163609,NA,null,Apogonichthyoides atripes,TRUE
Fis-163610,NA,1,Apogonichthyoides brevicaudatus,TRUE
Fis-170310,NA,null,Apogonichthyoides cathetogramma,FALSE
Fis-163623,NA,null,Apogonichthyoides chrysurus,TRUE
Fis-167267,NA,null,Apogonichthyoides melas,TRUE
Fis-163615,NA,null,Apogonichthyoides niger,TRUE
Fis-10407,NA,null,Apogonichthyoides nigripinnis,TRUE
Fis-163618,NA,1,Apogonichthyoides pseudotaeniatus,TRUE
Fis-3059,NA,null,Apogonichthyoides taeniatus,TRUE
Fis-163622,NA,null,Apogonichthyoides timorensis,TRUE
Fis-163625,NA,null,Apogonichthyoides umbratilis,TRUE
Fis-25794,LC,null,Apogonichthys ocellatus,TRUE
Fis-31511,NA,null,Apogonichthys perdix,TRUE
Fis-35821,NA,null,Apogonops anomalus,TRUE
Fis-26169,LC,1,Apolemichthys trimaculatus,TRUE
Fis-28014,LC,null,Apolemichthys xanthotis,TRUE
Fis-28015,LC,null,Apolemichthys xanthurus,TRUE
Fis-112833,NA,null,Apopterygion alta,TRUE
Fis-35933,NA,null,Aporops bilinearis,TRUE
Fis-29278,NA,null,Aprion virescens,TRUE
Fis-161400,DD,null,Apristurus australis,TRUE
Fis-22998,DD,1,Apristurus brunneus,TRUE
Fis-145092,LC,null,Apristurus exsanguis,TRUE
Fis-29281,DD,null,Apristurus kampae,TRUE
Fis-23002,DD,null,Apristurus laurussonii,TRUE
Fis-29282,DD,null,Apristurus longicephalus,TRUE
Fis-23003,DD,null,Apristurus macrorhynchus,TRUE
Fis-156530,DD,null,Apristurus melanoasper,TRUE
Fis-23005,LC,null,Apristurus microps,TRUE
Fis-29285,DD,null,Apristurus parvipinnis,TRUE
Fis-23006,DD,null,Apristurus platyrhynchus,TRUE
Fis-29286,DD,null,Apristurus riveri,TRUE
Fis-23008,LC,null,Apristurus saldanha,TRUE
Fis-29665,NA,null,Aprognathodon platyventris,TRUE
Fis-22219,LC,null,Apsilus dentatus,TRUE
Fis-29288,NA,1,Apsilus fuscus,TRUE
Fis-27286,NA,null,Apterichtus anguiformis,TRUE
Fis-23911,NA,1,Apterichtus ansp,TRUE
Fis-23373,NA,null,Apterichtus caecus,TRUE
Fis-130771,NA,null,Apterichtus flavicaudus,TRUE
Fis-23912,LC,null,Apterichtus kendalli,TRUE
Fis-28666,NA,null,Apterichtus klazingai,TRUE
Fis-27288,NA,null,Apterichtus monodi,TRUE
Fis-24433,NA,null,Aptocyclus ventricosus,TRUE
Fis-47343,LC,null,Aptychotrema rostrata,TRUE
Fis-54720,LC,null,Aptychotrema vincentiana,TRUE
Fis-131543,NA,null,Aracana aurita,TRUE
Fis-47744,NA,null,Aracana ornata,TRUE
Fis-147930,NA,null,Archamia bleekeri,TRUE
Fis-150528,NA,null,Archistes biseriatus,TRUE
Fis-26857,NA,null,Archosargus pourtalesii,TRUE
Fis-23013,NA,null,Archosargus probatocephalus,TRUE
Fis-23374,NA,null,Archosargus rhomboidalis,TRUE
Fis-113158,LC,null,Arcos erythrops,TRUE
Fis-113162,LC,null,Arcos rhodospilus,TRUE
Fis-23375,NA,1,Arctogadus glacialis,TRUE
Fis-23014,NA,null,Arctoscopus japonicus,TRUE
Fis-136946,NA,1,Arctozenus risso,TRUE
Fis-152319,NA,null,Arcygobius baliurus,TRUE
Fis-127155,NA,null,Arenigobius bifrenatus,TRUE
Fis-127157,NA,null,Arenigobius frenatus,TRUE
Fis-35552,LC,null,Argentina aliceae,TRUE
Fis-35699,NA,1,Argentina australiae,TRUE
Fis-32398,NA,null,Argentina brucei,TRUE
Fis-35501,NA,null,Argentina elongata,TRUE
Fis-48132,NA,1,Argentina euchus,TRUE
Fis-148344,NA,null,Argentina georgei,TRUE
Fis-52272,NA,null,Argentina kagoshimae,TRUE
Fis-29667,LC,null,Argentina sialis,TRUE
Fis-23914,NA,null,Argentina silus,TRUE
Fis-29289,NA,null,Argentina sphyraena,TRUE
Fis-148345,NA,null,Argentina stewarti,TRUE
Fis-29668,NA,null,Argentina striata,TRUE
Fis-34764,NA,null,Argyripnus atlanticus,TRUE
Fis-55596,NA,null,Argyripnus iridescens,TRUE
Fis-161117,NA,null,Argyripnus pharos,TRUE
Fis-29290,NA,null,Argyropelecus aculeatus,TRUE
Fis-29669,NA,null,Argyropelecus gigas,TRUE
Fis-32104,LC,null,Argyropelecus hemigymnus,TRUE
Fis-34692,NA,null,Argyropelecus lychnus,TRUE
Fis-7929,NA,null,Argyropelecus olfersii,TRUE
Fis-32332,NA,null,Argyropelecus sladeni,TRUE
Fis-32670,NA,null,Argyrops bleekeri,TRUE
Fis-25174,NA,null,Argyrops filamentosus,TRUE
Fis-23015,NA,null,Argyrops spinifer,TRUE
Fis-27784,NA,null,Argyrosomus amoyensis,TRUE
Fis-23016,EN,1,Argyrosomus hololepidotus,TRUE
Fis-51171,NA,1,Argyrosomus inodorus,TRUE
Fis-28290,NA,null,Argyrosomus japonicus,TRUE
Fis-23017,NA,1,Argyrosomus regius,TRUE
Fis-32581,NA,null,Argyrosomus thorpei,TRUE
Fis-23018,NA,null,Argyrozona argyrozona,TRUE
Fis-115472,DD,null,Arhynchobatis asperrimus,TRUE
Fis-29292,NA,null,Ariomma bondi,TRUE
Fis-27823,NA,null,Ariomma brevimanum,TRUE
Fis-21523,NA,null,Ariomma indicum,TRUE
Fis-164094,NA,null,Ariomma luridum,TRUE
Fis-24435,NA,null,Ariomma melanum,TRUE
Fis-23019,NA,null,Ariomma regulus,TRUE
Fis-204,NA,null,Ariopsis felis,TRUE
Fis-156316,LC,null,Ariopsis guatemalensis,TRUE
Fis-26917,NA,null,Ariosoma anago,TRUE
Fis-26727,NA,null,Ariosoma anagoides,TRUE
Fis-23915,NA,null,Ariosoma anale,TRUE
Fis-23377,NA,null,Ariosoma balearicum,TRUE
Fis-28929,LC,null,Ariosoma gilberti,TRUE
Fis-142940,NA,null,Ariosoma marginatum,TRUE
Fis-26633,NA,null,Ariosoma mauritianum,TRUE
Fis-26634,NA,null,Ariosoma scheelei,TRUE
Fis-114615,LC,null,Ariosoma selenops,TRUE
Fis-34846,NA,null,Aristostomias grimaldii,TRUE
Fis-31105,NA,null,Aristostomias lunifer,TRUE
Fis-34847,NA,null,Aristostomias polydactylus,TRUE
Fis-28129,NA,1,Aristostomias scintillans,TRUE
Fis-34848,NA,null,Aristostomias tittmanni,TRUE
Fis-34849,NA,null,Aristostomias xenostoma,TRUE
Fis-23378,LC,null,Arius arius,TRUE
Fis-31152,NA,null,Arius latiscutatus,TRUE
Fis-23379,NA,null,Arius maculatus,TRUE
Fis-31159,NA,null,Arius parkii,TRUE
Fis-29679,NA,null,Arius subrostratus,TRUE
Fis-23382,NA,null,Arius sumatranus,TRUE
Fis-29681,NA,null,Arius venosus,TRUE
Fis-28995,NA,1,Arnoglossus aspilos,TRUE
Fis-127160,NA,null,Arnoglossus bassensis,TRUE
Fis-47536,DD,null,Arnoglossus brunneus,TRUE
Fis-33014,NA,null,Arnoglossus capensis,TRUE
Fis-26620,NA,null,Arnoglossus dalgleishi,TRUE
Fis-27848,NA,1,Arnoglossus debilis,TRUE
Fis-35255,NA,null,Arnoglossus elongatus,TRUE
Fis-47537,NA,null,Arnoglossus fisoni,TRUE
Fis-22713,LC,1,Arnoglossus imperialis,TRUE
Fis-35256,NA,null,Arnoglossus japonicus,TRUE
Fis-29682,DD,null,Arnoglossus kessleri,TRUE
Fis-22714,NA,null,Arnoglossus laterna,TRUE
Fis-11214,NA,null,Arnoglossus macrolophus,TRUE
Fis-29170,NA,null,Arnoglossus muelleri,TRUE
Fis-28546,NA,null,Arnoglossus polyspilus,TRUE
Fis-136960,LC,1,Arnoglossus rueppelii,TRUE
Fis-115511,NA,null,Arnoglossus scapha,TRUE
Fis-142696,NA,null,Arnoglossus tapeinosoma,TRUE
Fis-47541,NA,null,Arnoglossus tenuis,TRUE
Fis-29297,NA,null,Arnoglossus thori,TRUE
Fis-34763,NA,null,Arnoglossus waitei,TRUE
Fis-35467,NA,null,Arothron caeruleopunctatus,TRUE
Fis-29188,NA,null,Arothron firmamentum,TRUE
Fis-25619,NA,1,Arothron hispidus,TRUE
Fis-26418,NA,1,Arothron immaculatus,TRUE
Fis-53116,NA,null,Arothron inconditus,TRUE
Fis-26417,NA,1,Arothron manilensis,TRUE
Fis-26728,NA,null,Arothron mappa,TRUE
Fis-26098,NA,null,Arothron meleagris,TRUE
Fis-26097,NA,1,Arothron nigropunctatus,TRUE
Fis-26210,NA,null,Arothron reticularis,TRUE
Fis-163987,NA,1,Arothron stellatus,TRUE
Fis-50236,NA,null,Arrhamphus sclerolepis sclerolepis,TRUE
Fis-22847,NA,1,Arripis georgianus,TRUE
Fis-25431,NA,1,Arripis trutta,TRUE
Fis-139081,NA,null,Arripis truttacea,TRUE
Fis-164117,NA,null,Artedidraco lonnbergi,TRUE
Fis-32157,NA,null,Artedidraco mirus,TRUE
Fis-32158,NA,null,Artedidraco orianae,TRUE
Fis-32159,NA,null,Artedidraco shackletoni,TRUE
Fis-32160,NA,null,Artedidraco skottsbergi,TRUE
Fis-30763,NA,null,Artediellus atlanticus,TRUE
Fis-119017,NA,null,Artediellus dydymovi,TRUE
Fis-34783,NA,null,Artediellus pacificus,TRUE
Fis-30764,NA,null,Artediellus scaber,TRUE
Fis-24436,NA,null,Artediellus uncinatus,TRUE
Fis-24437,NA,null,Artedius corallinus,TRUE
Fis-30765,NA,null,Artedius fenestralis,TRUE
Fis-24439,NA,null,Artedius harringtoni,TRUE
Fis-24440,NA,null,Artedius lateralis,TRUE
Fis-113707,LC,null,Aruma histrio,TRUE
Fis-30768,NA,null,Ascelichthys rhodorus,TRUE
Fis-30769,NA,null,Asemichthys taylori,TRUE
Fis-62638,NA,null,Aseraggodes bahamondei,TRUE
Fis-27847,NA,null,Aseraggodes cyaneus,TRUE
Fis-158348,NA,null,Aseraggodes diringeri,TRUE
Fis-54854,NA,null,Aseraggodes dubius,TRUE
Fis-54847,NA,null,Aseraggodes kaianus,TRUE
Fis-55096,NA,null,Aseraggodes kobensis,TRUE
Fis-52026,NA,null,Aseraggodes melanostictus,TRUE
Fis-136209,NA,null,Aspasmogaster occidentalis,TRUE
Fis-125697,NA,null,Aspasmogaster tasmaniensis,TRUE
Fis-28292,NA,null,Aspericorvina jubata,TRUE
Fis-25991,NA,null,Aspidontus dussumieri,TRUE
Fis-57962,NA,null,Aspidontus taeniatus,TRUE
Fis-10516,NA,null,Aspidontus tractus,TRUE
Fis-24441,NA,null,Aspidophoroides monopterygius,TRUE
Fis-30771,NA,null,Aspidophoroides olrikii,TRUE
Fis-146451,NA,null,Aspistor quadriscutis,TRUE
Fis-33234,NA,null,Asquamiceps caeruleus,TRUE
Fis-49668,NA,null,Asquamiceps hjorti,TRUE
Fis-35921,NA,null,Assessor flavissimus,TRUE
Fis-35375,NA,null,Assessor macneilli,TRUE
Fis-22534,NA,null,Assiculus punctatus,TRUE
Fis-24442,NA,null,Assurger anzac,TRUE
Fis-158436,NA,null,Asterorhombus cocosensis,TRUE
Fis-158441,NA,null,Asterorhombus filifer,TRUE
Fis-10767,NA,null,Asterorhombus intermedius,TRUE
Fis-146400,NA,null,Asterropteryx atripes,TRUE
Fis-149591,NA,null,Asterropteryx bipunctata,TRUE
Fis-150580,NA,null,Asterropteryx ensifera,TRUE
Fis-160689,NA,null,Asterropteryx ovata,TRUE
Fis-150578,NA,null,Asterropteryx semipunctata,TRUE
Fis-150581,NA,null,Asterropteryx spinosa,TRUE
Fis-150579,NA,null,Asterropteryx striata,TRUE
Fis-24443,NA,null,Astrapogon alutus,TRUE
Fis-24444,NA,null,Astrapogon puncticulatus,TRUE
Fis-24445,NA,null,Astrapogon stellatus,TRUE
Fis-125182,NA,null,Astronesthes atlanticus,TRUE
Fis-125170,NA,null,Astronesthes bilobatus,TRUE
Fis-48153,NA,null,Astronesthes boulengeri,TRUE
Fis-34774,NA,null,Astronesthes caulophorus,TRUE
Fis-27767,NA,null,Astronesthes chrysophekadion,TRUE
Fis-27768,NA,null,Astronesthes cyaneus,TRUE
Fis-47542,NA,null,Astronesthes fedorovi,TRUE
Fis-34776,NA,null,Astronesthes gemmifer,TRUE
Fis-150922,NA,null,Astronesthes ijimai,TRUE
Fis-33819,NA,null,Astronesthes indicus,TRUE
Fis-126084,NA,null,Astronesthes lamellosus,TRUE
Fis-34777,NA,null,Astronesthes leucopogon,TRUE
Fis-32333,NA,null,Astronesthes lucifer,TRUE
Fis-123959,NA,null,Astronesthes luetkeni,TRUE
Fis-31246,NA,null,Astronesthes macropogon,TRUE
Fis-33820,NA,null,Astronesthes martensii,TRUE
Fis-34778,NA,null,Astronesthes micropogon,TRUE
Fis-34779,NA,1,Astronesthes neopogon,TRUE
Fis-31210,NA,null,Astronesthes niger,TRUE
Fis-55644,NA,null,Astronesthes psychrolutes,TRUE
Fis-33788,LC,null,Astronesthes richardsoni,TRUE
Fis-115873,NA,null,Astronesthes similus,TRUE
Fis-33913,NA,null,Astronesthes splendidus,TRUE
Fis-50030,NA,null,Astronesthes trifibulatus,TRUE
Fis-24447,NA,null,Astroscopus y-graecum,TRUE
Fis-35790,LC,null,Astroscopus zephyreus,TRUE
Fis-23028,DD,null,Asymbolus analis,TRUE
Fis-140641,LC,null,Asymbolus occiduus,TRUE
Fis-140642,LC,null,Asymbolus pallidus,TRUE
Fis-140639,LC,null,Asymbolus parvus,TRUE
Fis-140692,LC,null,Asymbolus rubiginosus,TRUE
Fis-140634,LC,null,Asymbolus submaculatus,TRUE
Fis-23029,LC,null,Asymbolus vincenti,TRUE
Fis-32280,LC,null,Ateleopus japonicus,TRUE
Fis-34084,NA,null,Ateleopus natalensis,TRUE
Fis-131407,LC,null,Atelomycterus fasciatus,TRUE
Fis-24448,NT,null,Atelomycterus marmoratus,TRUE
Fis-29299,NA,null,Atheresthes evermanni,TRUE
Fis-23030,NA,1,Atheresthes stomias,TRUE
Fis-29684,LC,null,Atherina boyeri,TRUE
Fis-29685,NA,null,Atherina breviceps,TRUE
Fis-29686,NA,null,Atherina hepsetus,TRUE
Fis-29300,NA,null,Atherina presbyter,TRUE
Fis-127026,NA,null,Atherinason hepsetoides,TRUE
Fis-118376,NA,null,Atherinella brasiliensis,TRUE
Fis-35563,LC,null,Atherinella eriarcha,TRUE
Fis-28904,LC,1,Atherinella nepenthe,TRUE
Fis-23384,NA,null,Atherinomorus duodecimalis,TRUE
Fis-25526,NA,null,Atherinomorus endrachtensis,TRUE
Fis-29236,NA,null,Atherinomorus insularum,TRUE
Fis-23385,NA,1,Atherinomorus lacunosus,TRUE
Fis-24449,LC,null,Atherinomorus stipes,TRUE
Fis-24450,LC,null,Atherinops affinis,TRUE
Fis-29687,LC,null,Atherinopsis californiensis,TRUE
Fis-126995,NA,null,Atherinosoma elongata,TRUE
Fis-126999,NA,null,Atherinosoma microstoma,TRUE
Fis-32296,LC,null,Atherion elymus,TRUE
Fis-132553,EN,1,Atlantoraja castelnaui,TRUE
Fis-63248,VU,null,Atlantoraja cyclophora,TRUE
Fis-131990,VU,null,Atlantoraja platana,TRUE
Fis-23031,NA,null,Atractoscion aequidens,TRUE
Fis-24451,LC,null,Atractoscion nobilis,TRUE
Fis-48440,NA,null,Atrobucca alcocki,TRUE
Fis-35426,NA,null,Atrobucca brevis,TRUE
Fis-23032,NA,null,Atrobucca nibe,TRUE
Fis-27752,NA,null,Atrophacanthus japonicus,TRUE
Fis-23410,NA,null,Atropus atropos,TRUE
Fis-165431,NA,null,Atrosalarias holomelas,TRUE
Fis-145458,NA,null,Atrosalarias hosokawai,TRUE
Fis-23387,NA,1,Atule mate,TRUE
Fis-127192,NA,null,Atypichthys strigatus,TRUE
Fis-23917,NA,null,Auchenoceros punctatus,TRUE
Fis-136041,NA,null,Aulacocephalus temminckii,TRUE
Fis-35570,NA,null,Aulopus bajacali,TRUE
Fis-31153,NA,null,Aulopus cadenati,TRUE
Fis-23388,NA,null,Aulopus filamentosus,TRUE
Fis-29704,NA,null,Aulorhynchus flavidus,TRUE
Fis-23389,NA,1,Aulostomus chinensis,TRUE
Fis-29301,NA,null,Aulostomus maculatus,TRUE
Fis-131904,NA,null,Aulotrachichthys atlanticus,TRUE
Fis-27875,NA,null,Aulotrachichthys latus,TRUE
Fis-159076,NA,null,Aulotrachichthys prosthemius,TRUE
Fis-167503,LC,null,Aurigequula fasciata,TRUE
Fis-23034,DD,1,Austroglossus microlepis,TRUE
Fis-23035,NA,null,Austroglossus pectoralis,TRUE
Fis-114240,LC,null,Austrolabrus maculatus,TRUE
Fis-32256,NA,null,Austrolethops wardi,TRUE
Fis-116449,NA,null,Austrolycus depressiceps,TRUE
Fis-116458,NA,null,Austrolycus laticinctus,TRUE
Fis-34974,NA,null,Austronibea oedogenys,TRUE
Fis-22738,LC,1,Auxis rochei,TRUE
Fis-22739,LC,1,Auxis thazard,TRUE
Fis-27301,NA,null,Avocettina acuticeps,TRUE
Fis-149523,NA,null,Avocettina bowersii,TRUE
Fis-25456,NA,null,Avocettina infans,TRUE
Fis-48116,NA,null,Avocettina paucipora,TRUE
Fis-61987,LC,null,Awaous guamensis,TRUE
Fis-62809,NA,null,Awaous lateristriga,TRUE
Fis-31888,NA,null,Awaous melanocephalus,TRUE
Fis-48095,LC,null,Awaous ocellaris,TRUE
Fis-113313,LC,null,Axoclinus lucillae,TRUE
Fis-113326,LC,null,Axoclinus nigricaudus,TRUE
Fis-35876,NA,null,Azygopus pinnifasciatus,TRUE
Fis-23036,NA,null,Bagre bagre,TRUE
Fis-23037,NA,null,Bagre marinus,TRUE
Fis-24453,LC,null,Bagre panamensis,TRUE
Fis-28893,LC,1,Bagre pinnimaculatus,TRUE
Fis-29031,LC,null,Bairdiella ensifera,TRUE
Fis-23393,NA,null,Bairdiella ronchus,TRUE
Fis-31272,NA,null,Bajacalifornia burragei,TRUE
Fis-49672,NA,null,Bajacalifornia calcarata,TRUE
Fis-27598,NA,null,Bajacalifornia megalops,TRUE
Fis-168283,NA,null,Baldwinella aureorubens,TRUE
Fis-169079,NA,null,Baldwinella vivanus,TRUE
Fis-25961,NA,1,Balistapus undulatus,TRUE
Fis-32303,NA,1,Balistes capriscus,TRUE
Fis-30772,LC,null,Balistes polylepis,TRUE
Fis-31154,NA,null,Balistes punctatus,TRUE
Fis-29302,VU,null,Balistes vetula,TRUE
Fis-23924,NA,1,Balistoides conspicillum,TRUE
Fis-25962,NA,null,Balistoides viridescens,TRUE
Fis-25057,NA,null,Banjos banjos,TRUE
Fis-132153,NA,null,Barathrodemus manatinus,TRUE
Fis-138169,NA,null,Barathronus bicolor,TRUE
Fis-50272,NA,null,Barathronus maculatus,TRUE
Fis-28109,NA,null,Barbantus curvifrons,TRUE
Fis-30920,NA,null,Barbourisia rufa,TRUE
Fis-35178,NA,null,Barbulifer antennatus,TRUE
Fis-113732,DD,null,Barbulifer pantherinus,TRUE
Fis-50703,LC,null,Barbuligobius boehlkei,TRUE
Fis-23927,NA,null,Bascanichthys bascanium,TRUE
Fis-33164,NA,null,Bascanichthys ceciliae,TRUE
Fis-47719,NA,null,Bassanago albescens,TRUE
Fis-35687,NA,null,Bassanago bulbiceps,TRUE
Fis-52566,NA,null,Bassogigas gillii,TRUE
Fis-62428,NA,null,Bassozetus compressus,TRUE
Fis-132154,NA,null,Bassozetus elongatus,TRUE
Fis-114739,NA,null,Bassozetus glutinosus,TRUE
Fis-132168,NA,null,Bassozetus normalis,TRUE
Fis-32457,LC,null,Bassozetus robustus,TRUE
Fis-27227,NA,null,Bassozetus taenia,TRUE
Fis-131936,NA,null,Bassozetus zenkevitchi,TRUE
Fis-55650,NA,null,Bathophilus abarbatus,TRUE
Fis-142431,NA,null,Bathophilus altipinnis,TRUE
Fis-28183,NA,null,Bathophilus ater,TRUE
Fis-34790,NA,null,Bathophilus brevis,TRUE
Fis-28184,NA,null,Bathophilus digitatus,TRUE
Fis-114098,NA,null,Bathophilus filifer,TRUE
Fis-34702,NA,null,Bathophilus flemingi,TRUE
Fis-62379,NA,null,Bathophilus kingi,TRUE
Fis-28185,NA,null,Bathophilus longipinnis,TRUE
Fis-29723,NA,1,Bathophilus nigerrimus,TRUE
Fis-34792,NA,null,Bathophilus pawneei,TRUE
Fis-34793,NA,null,Bathophilus schizochirus,TRUE
Fis-28188,NA,null,Bathophilus vaillanti,TRUE
Fis-24456,NA,null,Bathyagonus alascanus,TRUE
Fis-24457,NA,null,Bathyagonus infraspinatus,TRUE
Fis-30773,NA,null,Bathyagonus nigripinnis,TRUE
Fis-24458,NA,null,Bathyagonus pentacanthus,TRUE
Fis-150394,NA,null,Bathyanthias cubensis,TRUE
Fis-24898,NA,null,Bathyanthias mexicanus,TRUE
Fis-55018,NA,null,Bathycallionymus kaianus,TRUE
Fis-112822,NA,null,Bathyclupea argentea,TRUE
Fis-128053,NA,null,Bathyclupea schroederi,TRUE
Fis-165314,NA,null,Bathycongrus bertini,TRUE
Fis-63270,NA,1,Bathycongrus bullisi,TRUE
Fis-143318,NA,null,Bathycongrus dubius,TRUE
Fis-27841,NA,null,Bathycongrus guttulatus,TRUE
Fis-28930,NA,null,Bathycongrus macrurus,TRUE
Fis-148657,NA,null,Bathycongrus odontostomus,TRUE
Fis-143392,DD,null,Bathycongrus retrotinctus,TRUE
Fis-148667,NA,null,Bathycongrus thysanochilus,TRUE
Fis-28931,NA,null,Bathycongrus varidens,TRUE
Fis-143347,LC,null,Bathycongrus vicinalis,TRUE
Fis-57999,NA,1,Bathycongrus wallacei,TRUE
Fis-32181,NA,null,Bathydraco antarcticus,TRUE
Fis-32182,LC,null,Bathydraco joannae,TRUE
Fis-32183,NA,null,Bathydraco macrolepis,TRUE
Fis-32184,NA,null,Bathydraco marri,TRUE
Fis-53258,NA,null,Bathygadus antrodes,TRUE
Fis-56813,NA,null,Bathygadus cottoides,TRUE
Fis-32820,NA,null,Bathygadus favosus,TRUE
Fis-31401,NA,null,Bathygadus macrops,TRUE
Fis-31211,NA,1,Bathygadus melanobranchus,TRUE
Fis-114556,NA,null,Bathygadus spongiceps,TRUE
Fis-26931,LC,null,Bathygobius andrei,TRUE
Fis-164703,NA,null,Bathygobius antilliensis,TRUE
Fis-58058,NA,1,Bathygobius coalitus,TRUE
Fis-26426,NA,null,Bathygobius cocosensis,TRUE
Fis-26459,NA,null,Bathygobius cotticeps,TRUE
Fis-24459,NA,null,Bathygobius curacao,TRUE
Fis-34844,NA,null,Bathygobius cyclopterus,TRUE
Fis-26425,LC,null,Bathygobius fuscus,TRUE
Fis-149621,NA,null,Bathygobius hongkongensis,TRUE
Fis-50706,NA,null,Bathygobius laddi,TRUE
Fis-28683,VU,null,Bathygobius lineatus,TRUE
Fis-113070,NA,null,Bathygobius meggitti,TRUE
Fis-29724,NA,null,Bathygobius mystacium,TRUE
Fis-54217,NA,null,Bathygobius petrophilus,TRUE
Fis-32739,LC,null,Bathygobius ramosus,TRUE
Fis-24460,NA,null,Bathygobius soporator,TRUE
Fis-34027,NA,null,Bathylaco nigricans,TRUE
Fis-143783,NA,null,Bathylagichthys australis,TRUE
Fis-139718,NA,null,Bathylagichthys greyae,TRUE
Fis-148361,NA,null,Bathylagoides argyrogaster,TRUE
Fis-164162,NA,null,Bathylagoides nigrigenys,TRUE
Fis-164166,NA,null,Bathylagoides wesethi,TRUE
Fis-32098,NA,null,Bathylagus antarcticus,TRUE
Fis-34857,NA,null,Bathylagus euryops,TRUE
Fis-32099,NA,null,Bathylagus gracilis,TRUE
Fis-32100,NA,null,Bathylagus tenuis,TRUE
Fis-33191,NA,null,Bathylychnops exilis,TRUE
Fis-29727,NA,null,Bathymaster leurolepis,TRUE
Fis-29728,NA,null,Bathymaster signatus,TRUE
Fis-33198,NA,null,Bathymicrops regis,TRUE
Fis-132010,NA,null,Bathyonus caudalis,TRUE
Fis-27229,NA,null,Bathyonus laticeps,TRUE
Fis-60603,NA,null,Bathyphylax bombifrons,TRUE
Fis-34030,NA,null,Bathyprion danae,TRUE
Fis-32360,NA,null,Bathypterois atricolor,TRUE
Fis-143852,NA,null,Bathypterois bigelowi,TRUE
Fis-33202,LC,1,Bathypterois dubius,TRUE
Fis-50054,NA,null,Bathypterois filiferus,TRUE
Fis-27308,NA,null,Bathypterois grallator,TRUE
Fis-50246,NA,null,Bathypterois guentheri,TRUE
Fis-114109,NA,null,Bathypterois longifilis,TRUE
Fis-33206,NA,null,Bathypterois longipes,TRUE
Fis-133508,NA,null,Bathypterois pectinatus,TRUE
Fis-33210,NA,1,Bathypterois phenax,TRUE
Fis-33213,NA,null,Bathypterois quadrifilis,TRUE
Fis-27310,NA,null,Bathypterois viridensis,TRUE
Fis-55409,DD,1,Bathyraja abyssicola,TRUE
Fis-125142,VU,1,Bathyraja albomaculata,TRUE
Fis-24308,LC,null,Bathyraja aleutica,TRUE
Fis-125150,LC,null,Bathyraja brachyurops,TRUE
Fis-26346,DD,null,Bathyraja eatonii,TRUE
Fis-61787,EN,1,Bathyraja griseocauda,TRUE
Fis-54385,DD,null,Bathyraja hesperafricana,TRUE
Fis-24310,DD,1,Bathyraja interrupta,TRUE
Fis-52119,LC,null,Bathyraja lindbergi,TRUE
Fis-32092,NT,null,Bathyraja maccaini,TRUE
Fis-127225,NT,null,Bathyraja macloviana,TRUE
Fis-131458,LC,null,Bathyraja maculata,TRUE
Fis-125159,DD,null,Bathyraja magellanica,TRUE
Fis-52118,LC,null,Bathyraja minispinosa,TRUE
Fis-131461,NT,1,Bathyraja multispinis,TRUE
Fis-26347,NT,null,Bathyraja murrayi,TRUE
Fis-24311,LC,null,Bathyraja parmifera,TRUE
Fis-27351,LC,null,Bathyraja richardsoni,TRUE
Fis-127222,NT,null,Bathyraja scaphiops,TRUE
Fis-115474,DD,null,Bathyraja shuntovi,TRUE
Fis-52129,LC,null,Bathyraja smirnovi,TRUE
Fis-27677,DD,null,Bathyraja smithii,TRUE
Fis-15353,NT,null,Bathyraja spinicauda,TRUE
Fis-156241,LC,null,Bathyraja taranetzi,TRUE
Fis-24315,LC,1,Bathyraja trachura,TRUE
Fis-52110,DD,null,Bathyraja violacea,TRUE
Fis-53165,NA,null,Bathysauropsis gracilis,TRUE
Fis-34863,NA,null,Bathysaurus ferox,TRUE
Fis-112634,NA,null,Bathysolea polli,TRUE
Fis-27195,NA,null,Bathysolea profundicola,TRUE
Fis-53726,NA,null,Bathysphyraenops simplex,TRUE
Fis-138460,NA,null,Bathytroctes macrolepis,TRUE
Fis-14212,NA,null,Bathytroctes michaelsarsi,TRUE
Fis-34147,NA,null,Bathytroctes microlepis,TRUE
Fis-48135,NA,null,Bathytroctes squamosus,TRUE
Fis-33215,NA,null,Bathytyphlops marionae,TRUE
Fis-27311,NA,null,Bathytyphlops sewelli,TRUE
Fis-143332,NA,null,Bathyuroconger parvibranchialis,TRUE
Fis-27280,LC,null,Bathyuroconger vicinus,TRUE
Fis-23395,NA,null,Batrachocephalus mino,TRUE
Fis-25386,NA,null,Batrachoides liberiensis,TRUE
Fis-23038,LC,null,Batrachoides surinamensis,TRUE
Fis-56215,NA,null,Batrachomoeus dubius,TRUE
Fis-34135,NA,null,Batrachomoeus occidentalis,TRUE
