sciname,iucn_sid,iucn_category,popn_trend,parent_sid,subpop_sid
Epinephelides armatus,44679,NT,Unknown,NA,NA
Epinephelus akaara,43974,EN,Decreasing,NA,NA
Epinephelus albomarginatus,44677,VU,Decreasing,NA,NA
Epinephelus amblycephalus,132812,DD,Unknown,NA,NA
Serranus amblycephalus,132812,DD,Unknown,NA,NA
Epinephelus analogus,132744,LC,Stable,NA,NA
Serranus courtadei,132744,LC,Stable,NA,NA
Epinephelus andersoni,44678,NT,Unknown,NA,NA
Epinephelus australis,132792,DD,Unknown,NA,NA
Epinephelus polystigma,132792,DD,Unknown,NA,NA
Epinephelus rahanus,132792,DD,Unknown,NA,NA
Serranus australis,132792,DD,Unknown,NA,NA
Serranus polystigma,132792,DD,Unknown,NA,NA
Epinephelus awoara,61336,DD,Unknown,NA,NA
Epinephelus bilobatus,132752,DD,Unknown,NA,NA
Epinephelus bleekeri,132826,NT,Decreasing,NA,NA
Epinephelus dayi,132826,NT,Decreasing,NA,NA
Serranus coromandelicus,132826,NT,Decreasing,NA,NA
Serranus variolosus,132826,NT,Decreasing,NA,NA
Serranus waandersi,132826,NT,Decreasing,NA,NA
Epinephelus bontoides,132813,DD,Unknown,NA,NA
Serranus bontoides,132813,DD,Unknown,NA,NA
Epinephelus brachysoma,7859,EN,Decreasing,NA,NA
Epinephelus marginatus,7859,EN,Decreasing,NA,NA
Serranus aspersus,7859,EN,Decreasing,NA,NA
Serranus fimbriatus,7859,EN,Decreasing,NA,NA
Serranus marginatus,7859,EN,Decreasing,NA,NA
Epinephelus caeruleopunctatus,132751,LC,Unknown,NA,NA
Epinephelus caerulopunctatus,132751,LC,Unknown,NA,NA
Epinephelus coeruleopunctatus,132751,LC,Unknown,NA,NA
Epinephelus hoevenii,132751,LC,Unknown,NA,NA
Epinephelus ongus,132751,LC,Unknown,NA,NA
Epinephelus summana,132751,LC,Unknown,NA,NA
Holocentrus coeruleopunctatus,132751,LC,Unknown,NA,NA
Serranus alboguttatus,132751,LC,Unknown,NA,NA
Serranus dermochirus,132751,LC,Unknown,NA,NA
Serranus flavoguttatus,132751,LC,Unknown,NA,NA
Serranus hoevenii,132751,LC,Unknown,NA,NA
Serranus kunhardtii,132751,LC,Unknown,NA,NA
Epinephelus chabaudi,195291,DD,Unknown,NA,NA
Serranus chabaudi,195291,DD,Unknown,NA,NA
Epinephelus chalinius,132830,LC,Stable,NA,NA
Epinephelus cuvieri,132830,LC,Stable,NA,NA
Epinephelus undulosus,132830,LC,Stable,NA,NA
Mycteroperca acutirostris,132830,LC,Stable,NA,NA
Serranus acutirostris,132830,LC,Stable,NA,NA
Serranus undulosus,132830,LC,Stable,NA,NA
Epinephelus chlorocephalus,64397,DD,Unknown,NA,NA
Serranus chlorocephalus,64397,DD,Unknown,NA,NA
Epinephelus chlorostigma,132823,LC,Stable,NA,NA
Serranus areolatus,132823,LC,Stable,NA,NA
Serranus assabensis,132823,LC,Stable,NA,NA
Serranus celebicus,132823,LC,Stable,NA,NA
Serranus chlorostigma,132823,LC,Stable,NA,NA
Serranus geoffroyi,132823,LC,Stable,NA,NA
Serranus reevesii,132823,LC,Stable,NA,NA
Epinephelus cifuentesi,44686,NT,Unknown,NA,44680
Epinephelus cifuentesi,44680,VU,Decreasing,44686,NA
Epinephelus clippertonensis,64398,LC,Stable,NA,NA
Epinephelus coioides,44674,NT,Decreasing,NA,NA
Epinephelus suillus,44674,NT,Decreasing,NA,NA
Serranus nebulosus,44674,NT,Decreasing,NA,NA
Epinephelus compressus,132772,DD,Unknown,NA,NA
Epinephelus octofasciatus,132772,DD,Unknown,NA,NA
Hyporthodus octofasciatus,132772,DD,Unknown,NA,NA
Epinephelus corallicola,132763,DD,Unknown,NA,NA
Serranus altivelioides,132763,DD,Unknown,NA,NA
Serranus corallicola,132763,DD,Unknown,NA,NA
Epinephelus cubanus,132770,LC,Decreasing,NA,NA
Epinephelus guttatus,132770,LC,Decreasing,NA,NA
Holocentrus punctatus,132770,LC,Decreasing,NA,NA
Lutianus lunulatus,132770,LC,Decreasing,NA,NA
Perca guttata,132770,LC,Decreasing,NA,NA
Serranus arara,132770,LC,Decreasing,NA,NA
Serranus catus,132770,LC,Decreasing,NA,NA
Serranus maculosus,132770,LC,Decreasing,NA,NA
Serranus stathouderi,132770,LC,Decreasing,NA,NA
Epinephelus daemelii,61337,NT,Unknown,NA,NA
Epinephelus darwinensis,64399,DD,Unknown,NA,NA
Hyporthodus darwinensis,64399,DD,Unknown,NA,NA
Epinephelus dayi,132777,NT,Decreasing,NA,NA
Epinephelus diacanthus,132777,NT,Decreasing,NA,NA
Serranus diacanthus,132777,NT,Decreasing,NA,NA
Serranus sexfasciatus,132777,NT,Decreasing,NA,NA
Epinephelus dermochirus,132740,LC,Decreasing,NA,NA
Epinephelus jayakari,132740,LC,Decreasing,NA,NA
Epinephelus leprosus,132740,LC,Decreasing,NA,NA
Epinephelus multinotatus,132740,LC,Decreasing,NA,NA
Epinephelus rankini,132740,LC,Decreasing,NA,NA
Serranus jayakari,132740,LC,Decreasing,NA,NA
Serranus multinotatus,132740,LC,Decreasing,NA,NA
Epinephelus diacanthus,132749,LC,Unknown,NA,NA
Epinephelus stictus,132749,LC,Unknown,NA,NA
Epinephelus dictyophorus,132756,LC,Unknown,NA,NA
Epinephelus diktiophorus,132756,LC,Unknown,NA,NA
Epinephelus fuscus,132756,LC,Unknown,NA,NA
Epinephelus gaimardi,132756,LC,Unknown,NA,NA
Epinephelus miliaris,132756,LC,Unknown,NA,NA
Serranus diktiophorus,132756,LC,Unknown,NA,NA
Serranus gaimardi,132756,LC,Unknown,NA,NA
Serranus miliaris,132756,LC,Unknown,NA,NA
Epinephelus doderleinii,132755,LC,Unknown,NA,NA
Epinephelus radians,132755,LC,Unknown,NA,NA
Epinephelus radiatus,132755,LC,Unknown,NA,NA
Serranus radiatus,132755,LC,Unknown,NA,NA
Epinephelus drummondhayi,7854,CR,Unknown,NA,NA
Epinephelus epistictus,132824,DD,Unknown,NA,NA
Epinephelus praeopercularis,132824,DD,Unknown,NA,NA
Serranus epistictus,132824,DD,Unknown,NA,NA
Serranus praeopercularis,132824,DD,Unknown,NA,NA
Epinephelus ergastularius,132795,LC,Unknown,NA,NA
Hyporthodus ergastularius,132795,LC,Unknown,NA,NA
Epinephelus erythrurus,132785,DD,Unknown,NA,NA
Epinephelus townsendi,132785,DD,Unknown,NA,NA
Epinephelus exsul,7855,DD,Unknown,NA,NA
Hyporthodus exsul,7855,DD,Unknown,NA,NA
Serrihastaperca exsul,7855,DD,Unknown,NA,NA
Epinephelus fario,132748,LC,Unknown,NA,NA
Epinephelus longispinis,132748,LC,Unknown,NA,NA
Epinephelus longispinnis,132748,LC,Unknown,NA,NA
Serranus longispinis,132748,LC,Unknown,NA,NA
Epinephelus fasciatomaculosus,132769,DD,Unknown,NA,NA
Serranus fasciatomaculosus,132769,DD,Unknown,NA,NA
Epinephelus faveatus,132760,DD,Unknown,NA,NA
Serranus bontoo,132760,DD,Unknown,NA,NA
Serranus faveatus,132760,DD,Unknown,NA,NA
Epinephelus flavolimbatus,64400,VU,Decreasing,NA,NA
Hyporthodus flavolimbatus,64400,VU,Decreasing,NA,NA
Epinephelus fuscoguttatus,44673,NT,Unknown,NA,NA
Epinephelus fuscoguttatus,132773,LC,Unknown,NA,NA
Epinephelus tukula,132773,LC,Unknown,NA,NA
Serranus fuscoguttatus,132773,LC,Unknown,NA,NA
Epinephelus gabriellae,64401,VU,Decreasing,NA,NA
Epinephelus goreensis,132765,DD,Unknown,NA,NA
Epinephelus homosinensis,132736,LC,Decreasing,NA,NA
Epinephelus matterni,132736,LC,Decreasing,NA,NA
Epinephelus raymondi,132736,LC,Decreasing,NA,NA
Epinephelus rivulatus,132736,LC,Decreasing,NA,NA
Epinephelus spiramen,132736,LC,Decreasing,NA,NA
Serranus rhyncolepis,132736,LC,Decreasing,NA,NA
Serranus rivulatus,132736,LC,Decreasing,NA,NA
Epinephelus grammicus,132735,DD,Unknown,NA,NA
Epinephelus latifasciatus,132735,DD,Unknown,NA,NA
Priacanthichthys maderaspatensis,132735,DD,Unknown,NA,NA
Serranus grammicus,132735,DD,Unknown,NA,NA
Serranus latifasciatus,132735,DD,Unknown,NA,NA
Epinephelus hata,132798,DD,Unknown,NA,NA
Epinephelus heniochus,132798,DD,Unknown,NA,NA
Epinephelus howlandi,132829,LC,Unknown,NA,NA
Epinephelus spilotus,132829,LC,Unknown,NA,NA
Epinephelus indistinctus,64402,DD,Unknown,NA,NA
Epinephelus irroratus,44676,LC,Stable,NA,NA
Epinephelus itajara,195409,CR,Unknown,NA,NA
Promicrops ditobo,195409,CR,Unknown,NA,NA
Promicrops esonue,195409,CR,Unknown,NA,NA
Serranus galeus,195409,CR,Unknown,NA,NA
Serranus guasa,195409,CR,Unknown,NA,NA
Serranus itajara,195409,CR,Unknown,NA,NA
Serranus mentzelii,195409,CR,Unknown,NA,NA
Epinephelus jordani,14049,EN,Decreasing,NA,NA
Mycteroperca jordani,14049,EN,Decreasing,NA,NA
Epinephelus labriformis,132750,LC,Decreasing,NA,NA
Epinephelus ordinatus,132750,LC,Decreasing,NA,NA
Epinephelus sellicauda,132750,LC,Decreasing,NA,NA
Serranus labriformis,132750,LC,Decreasing,NA,NA
Epinephelus lanceolatus,7858,VU,Decreasing,NA,NA
Epinephelus lebretonianus,64403,DD,Unknown,NA,NA
Serranus lebretonianus,64403,DD,Unknown,NA,NA
Epinephelus louti,132738,LC,Stable,NA,NA
Labrus punctulatus,132738,LC,Stable,NA,NA
Perca louti,132738,LC,Stable,NA,NA
Serranus cernipedis,132738,LC,Stable,NA,NA
Serranus flavimarginatus,132738,LC,Stable,NA,NA
Serranus longipinna,132738,LC,Stable,NA,NA
Serranus louti,132738,LC,Stable,NA,NA
Serranus luti,132738,LC,Stable,NA,NA
Serranus melanotaenia,132738,LC,Stable,NA,NA
Serranus phaenistomus,132738,LC,Stable,NA,NA
Serranus punctulatus,132738,LC,Stable,NA,NA
Serranus roseus,132738,LC,Stable,NA,NA
Variola longipinna,132738,LC,Stable,NA,NA
Variola louti,132738,LC,Stable,NA,NA
Variola melanotaenia,132738,LC,Stable,NA,NA
Epinephelus maculatus,132723,LC,Decreasing,NA,NA
Holocentrus albo-fuscus,132723,LC,Decreasing,NA,NA
Holocentrus maculatus,132723,LC,Decreasing,NA,NA
Plectropoma kulas,132723,LC,Decreasing,NA,NA
Serranus medurensis,132723,LC,Decreasing,NA,NA
Serranus sebae,132723,LC,Decreasing,NA,NA
Epinephelus magniscuttis,132784,DD,Unknown,NA,NA
Epinephelus malabaricus,61338,NT,Decreasing,NA,NA
Epinephelus mauritianus,132794,DD,Unknown,NA,NA
Epinephelus retouti,132794,DD,Unknown,NA,NA
Epinephelus truncatus,132794,DD,Unknown,NA,NA
Serranus retouti,132794,DD,Unknown,NA,NA
Epinephelus melanostigma,132746,DD,Unknown,NA,NA
Epinephelus morio,44681,NT,Decreasing,NA,NA
Epinephelus mystacinus,132827,LC,Stable,NA,NA
Epinephelus octofasciatus,132827,LC,Stable,NA,NA
Hyporthodus mystacinus,132827,LC,Stable,NA,NA
Serranus mystacinus,132827,LC,Stable,NA,NA
Epinephelus nigritus,7860,CR,Unknown,NA,NA
Hyporthodus nigritus,7860,CR,Unknown,NA,NA
Serranus nigritus,7860,CR,Unknown,NA,NA
Epinephelus niphobles,132734,DD,Unknown,NA,NA
Epinephelus niveatus,132734,DD,Unknown,NA,NA
Epinephelus peruanus,132734,DD,Unknown,NA,NA
Hyporthodus niphobles,132734,DD,Unknown,NA,NA
Epinephelus niveatus,7861,VU,Decreasing,NA,NA
Hyporthodus niveatus,7861,VU,Decreasing,NA,NA
Serranus niveatus,7861,VU,Decreasing,NA,NA
Epinephelus ongus,132804,LC,Unknown,NA,NA
Epinephelus slacksmithi,132804,LC,Unknown,NA,NA
Epinephelus summana,132804,LC,Unknown,NA,NA
Holocentrus ongus,132804,LC,Unknown,NA,NA
Serranus bataviensis,132804,LC,Unknown,NA,NA
Serranus reticulatus,132804,LC,Unknown,NA,NA
Serranus tumilabris,132804,LC,Unknown,NA,NA
Serranus tumilebris,132804,LC,Unknown,NA,NA
Epinephelus perplexus,64404,DD,Unknown,NA,NA
Hyporthodus perplexus,64404,DD,Unknown,NA,NA
Epinephelus poecilonotus,132802,LC,Unknown,NA,NA
Serranus poecilonotus,132802,LC,Unknown,NA,NA
Epinephelus polylepis,132753,NT,Decreasing,NA,NA
Epinephelus polyphekadion,61339,NT,Decreasing,NA,NA
Epinephelus posteli,132797,DD,Unknown,NA,NA
Epinephelus quernus,44675,NT,Unknown,NA,NA
Hyporthodus quernus,44675,NT,Unknown,NA,NA
Epinephelus quinquefasciatus,195292,DD,Unknown,NA,NA
Serranus quinquefasciatus,195292,DD,Unknown,NA,NA
Epinephelus rosacea,14053,VU,Decreasing,NA,NA
Mycteroperca rosacea,14053,VU,Decreasing,NA,NA
Epinephelus ruber,14054,LC,Unknown,NA,NA
Mycteroperca rubra,14054,LC,Unknown,NA,NA
Epinephelus salonotus,132747,LC,Unknown,NA,NA
Epinephelus spiloteceps,132747,LC,Unknown,NA,NA
Epinephelus spilotoceps,132747,LC,Unknown,NA,NA
Epinephelus septemfasciatus,132807,LC,Unknown,NA,NA
Hyporthodus septemfasciatus,132807,LC,Unknown,NA,NA
Perca septemfasciata,132807,LC,Unknown,NA,NA
Perca septemfasciatus,132807,LC,Unknown,NA,NA
Plectropoma susuki,132807,LC,Unknown,NA,NA
Serranus octocinctus,132807,LC,Unknown,NA,NA
Epinephelus socialis,132731,NT,Decreasing,NA,NA
Serranus socialis,132731,NT,Decreasing,NA,NA
Epinephelus stoliczkae,132793,DD,Unknown,NA,NA
Serranus stoliczkae,132793,DD,Unknown,NA,NA
Epinephelus striatus,7862,EN,Decreasing,NA,NA
Epinephelus suborbitalis,64405,DD,Unknown,NA,NA
Epinephelus summana,132728,DD,Unknown,NA,NA
Perca summana,132728,DD,Unknown,NA,NA
Sebastes meleagris,132728,DD,Unknown,NA,NA
Serranus leucostigma,132728,DD,Unknown,NA,NA
Epinephelus timorensis,64406,DD,Unknown,NA,NA
Epinephelus trimaculatus,132821,LC,Decreasing,NA,NA
Epinephelus trophis,132768,DD,Unknown,NA,NA
Epinephelus tuamotuensis,64407,LC,Unknown,NA,NA
Epinephelus undulatostriatus,64408,DD,Unknown,NA,NA
Epinephelus undulotostriatus,64408,DD,Unknown,NA,NA
Serranus guttulatus,64408,DD,Unknown,NA,NA
Serranus undulatostriatus,64408,DD,Unknown,NA,NA
Epizoanthus frenzeli,50161085,DD,Unknown,NA,NA
Epizoanthus mediterraneus,50161089,DD,Unknown,NA,NA
Epizoanthus paguricola,50161091,DD,Unknown,NA,NA
Epizoanthus paxii,50161093,DD,Unknown,NA,NA
Epizoanthus steueri,50161095,DD,Unknown,NA,NA
Epizoanthus tergestinus,64372284,DD,Unknown,NA,NA
Epizoanthus univittatus,65475413,DD,Unknown,NA,NA
Epizoanthus vagus,65476067,DD,Unknown,NA,NA
Eptatretus alastairi,196013,LC,Unknown,NA,NA
Eptatretus ancon,196078,DD,Unknown,NA,NA
Paramyxine ancon,196078,DD,Unknown,NA,NA
Quadratus ancon,196078,DD,Unknown,NA,NA
Eptatretus astrolabium,196014,DD,Unknown,NA,NA
Eptatretus atami,196079,DD,Unknown,NA,NA
Paramyxine atami,196079,DD,Unknown,NA,NA
Eptatretus caribbeaus,196017,LC,Unknown,NA,NA
Eptatretus carlhubbsi,196018,LC,Unknown,NA,NA
Eptatretus cheni,196080,VU,Unknown,NA,NA
Paramyxine cheni,196080,VU,Unknown,NA,NA
Eptatretus chinensis,196081,DD,Unknown,NA,NA
Eptatretus deani,196019,DD,Decreasing,NA,NA
Polistotrema curtissjamesi,196019,DD,Decreasing,NA,NA
Polistotrema deani,196019,DD,Decreasing,NA,NA
Eptatretus eos,196020,DD,Unknown,NA,NA
Eptatretus fernholmi,196021,DD,Unknown,NA,NA
Eptatretus fernholmi,196082,VU,Unknown,NA,NA
Paramyxine fernholmi,196082,VU,Unknown,NA,NA
Eptatretus fritzi,196022,LC,Unknown,NA,NA
Eptatretus goliath,196023,DD,Unknown,NA,NA
Eptatretus gomoni,196024,LC,Unknown,NA,NA
Eptatretus grouseri,196025,LC,Unknown,NA,NA
Eptatretus indrambaryai,196027,LC,Unknown,NA,NA
Eptatretus lakeside,196028,DD,Unknown,NA,NA
Eptatretus laurahubbsae,196029,LC,Unknown,NA,NA
Eptatretus longipinnis,196030,VU,Unknown,NA,NA
Eptatretus lopheliae,196031,DD,Unknown,NA,NA
Eptatretus mcconnaugheyi,196032,DD,Unknown,NA,NA
Eptatretus mccoskeri,196033,LC,Unknown,NA,NA
Eptatretus mendozai,154797,LC,Unknown,NA,NA
Eptatretus menezesi,196034,LC,Unknown,NA,NA
Eptatretus minor,196035,DD,Unknown,NA,NA
Eptatretus moki,196083,DD,Unknown,NA,NA
Paramyxine moki,196083,DD,Unknown,NA,NA
Eptatretus multidens,196036,LC,Unknown,NA,NA
Eptatretus nanii,196037,DD,Unknown,NA,NA
Eptatretus nelsoni,196084,VU,Unknown,NA,NA
Paramyxine nelsoni,196084,VU,Unknown,NA,NA
Eptatretus octatrema,196038,CR,Unknown,NA,NA
Heptatretus octatrema,196038,CR,Unknown,NA,NA
Eptatretus okinoseanus,196039,LC,Unknown,NA,NA
Homea okinoseana,196039,LC,Unknown,NA,NA
Eptatretus profundus,196041,LC,Unknown,NA,NA
Heptatretus profundus,196041,LC,Unknown,NA,NA
Eptatretus rubicundus,196042,DD,Unknown,NA,NA
Eptatretus sheni,196085,LC,Unknown,NA,NA
Paramyxine sheni,196085,LC,Unknown,NA,NA
Eptatretus sinus,196043,LC,Unknown,NA,NA
Eptatretus springeri,196086,LC,Unknown,NA,NA
Paramyxine springeri,196086,LC,Unknown,NA,NA
Eptatretus strahani,196045,DD,Unknown,NA,NA
Eptatretus strickrotti,196046,LC,Unknown,NA,NA
Eptatretus taiwanae,196087,EN,Unknown,NA,NA
Paramyxine taiwanae,196087,EN,Unknown,NA,NA
Eptatretus walkeri,196088,DD,Unknown,NA,NA
Paramyxine walkeri,196088,DD,Unknown,NA,NA
Eptatretus wayuu,155140,DD,Unknown,NA,NA
Paramyxine wayuu,155140,DD,Unknown,NA,NA
Eptatretus wisneri,196090,LC,Unknown,NA,NA
Paramyxine wisneri,196090,LC,Unknown,NA,NA
Eptatretus wisneri,196047,LC,Unknown,NA,NA
Eptatretus yangi,196091,LC,Unknown,NA,NA
Paramyxine yangi,196091,LC,Unknown,NA,NA
Epthianura albifrons,22704484,LC,Increasing,NA,NA
Eques fuscovittatus,183863,LC,Unknown,NA,NA
Equetus fuscovittatus,183863,LC,Unknown,NA,NA
Pareques fuscovittatus,183863,LC,Unknown,NA,NA
Eques lanfeari,184033,LC,Unknown,NA,NA
Equetus lanfeari,184033,LC,Unknown,NA,NA
Pareques lanfeari,184033,LC,Unknown,NA,NA
Eques punctatus,46105095,LC,Unknown,NA,NA
Equetus punctatus,46105095,LC,Unknown,NA,NA
Eques viola,183444,LC,Unknown,NA,NA
Pareques viola,183444,LC,Unknown,NA,NA
Eques acuminatus,47148543,LC,Unknown,NA,NA
Equetus umbrosus,47148543,LC,Unknown,NA,NA
Pareques umbrosus,47148543,LC,Unknown,NA,NA
Equula splendens,199624,LC,Stable,NA,NA
Eubleekeria splendens,199624,LC,Stable,NA,NA
Leiognathus splendens,199624,LC,Stable,NA,NA
Equulites laterofenestra,180129,DD,Unknown,NA,NA
Photoplagios laterofenestra,180129,DD,Unknown,NA,NA
Eremophila alpestris,22717434,LC,Decreasing,NA,NA
Eretmochelys imbricata,8005,CR,Decreasing,NA,NA
Testudo imbricata,8005,CR,Decreasing,NA,NA
Eretmophorus kleinenbergi,194821,LC,Unknown,NA,NA
Ericentrus rubrus,179005,LC,Unknown,NA,NA
Sticharium rubrum,179005,LC,Unknown,NA,NA
Ericteis kalisherae,46104232,LC,Unknown,NA,NA
Labrisomus kalisherae,46104232,LC,Unknown,NA,NA
Eridacnis barbouri,161330,DD,Unknown,NA,NA
Triakis barbouri,161330,DD,Unknown,NA,NA
Eridacnis radcliffei,161468,LC,Unknown,NA,NA
Eridacnis sinuans,44611,LC,Unknown,NA,NA
Erignathus barbatus,8010,LC,Stable,NA,NA
Erythrastrea flabellata,133631,NT,Decreasing,NA,NA
Erythrocles monodi,16440965,LC,Unknown,NA,NA
Eschrichtius robustus,8097,LC,Stable,NA,8099
Eschrichtius robustus,8099,CR,Increasing,8097,NA
Esox alepidotus,8817,VU,Decreasing,NA,NA
Esox argenteus,8817,VU,Decreasing,NA,NA
Galaxias argenteus,8817,VU,Decreasing,NA,NA
Galaxias forsteri,8817,VU,Decreasing,NA,NA
Galaxias grandis,8817,VU,Decreasing,NA,NA
Galaxias kokopu,8817,VU,Decreasing,NA,NA
Esox boa,198563,LC,Unknown,NA,NA
Stomias atlanticus,198563,LC,Unknown,NA,NA
Stomias barbatus,198563,LC,Unknown,NA,NA
Stomias boa,198563,LC,Unknown,NA,NA
Stomias bonapartei,198563,LC,Unknown,NA,NA
Stomias elongatus,198563,LC,Unknown,NA,NA
Stomiasunculus barbatus,198563,LC,Unknown,NA,NA
Esox brasiliensis,15521927,LC,Unknown,NA,NA
Hemiramphus brasiliensis,15521927,LC,Unknown,NA,NA
Hemiramphus brownii,15521927,LC,Unknown,NA,NA
Hemiramphus marginatus,15521927,LC,Unknown,NA,NA
Hemirhamphus filamentosus,15521927,LC,Unknown,NA,NA
Macrognathus brevirostris,15521927,LC,Unknown,NA,NA
Esox brasiliensis,190211,LC,Unknown,NA,NA
Esox saurus,190211,LC,Unknown,NA,NA
Grammiconotus bicolor,190211,LC,Unknown,NA,NA
Sayris bimaculatus,190211,LC,Unknown,NA,NA
Sayris hians,190211,LC,Unknown,NA,NA
Sayris maculata,190211,LC,Unknown,NA,NA
Sayris recurvirostra,190211,LC,Unknown,NA,NA
Sayris serrata,190211,LC,Unknown,NA,NA
Scomberesox camperii,190211,LC,Unknown,NA,NA
Scomberesox equirostrum,190211,LC,Unknown,NA,NA
Scomberesox saurus,190211,LC,Unknown,NA,NA
Scomberesox scutellatum,190211,LC,Unknown,NA,NA
Scomberesox storeri,190211,LC,Unknown,NA,NA
Esox spet,198565,LC,Stable,NA,NA
Esox sphyraena,198565,LC,Stable,NA,NA
Sphyraena bocagei,198565,LC,Stable,NA,NA
Sphyraena spet,198565,LC,Stable,NA,NA
Sphyraena sphyraena,198565,LC,Stable,NA,NA
Sphyraena vulgaris,198565,LC,Stable,NA,NA
Esox synodus,13486169,LC,Unknown,NA,NA
Saurus atlanticus,13486169,LC,Unknown,NA,NA
Saurus meleagrides,13486169,LC,Unknown,NA,NA
Synodus fasciatus,13486169,LC,Unknown,NA,NA
Synodus gronovii,13486169,LC,Unknown,NA,NA
Synodus nicholsi,13486169,LC,Unknown,NA,NA
Synodus synodus,13486169,LC,Unknown,NA,NA
Etelis carbunculus,154999,DD,Unknown,NA,NA
Etelis marshi,154999,DD,Unknown,NA,NA
Eteliscus marshi,154999,DD,Unknown,NA,NA
Ethadophis akkistikos,155199,LC,Unknown,NA,NA
Ethadophis byrnei,183883,DD,Unknown,NA,NA
Ethadophis merenda,154941,DD,Unknown,NA,NA
Etmopterus baxteri,41803,LC,Unknown,NA,NA
Etmopterus bigelowi,60236,LC,Unknown,NA,NA
Etmopterus brachyurus,161649,DD,Unknown,NA,NA
Etmopterus bullisi,60237,DD,Unknown,NA,NA
Etmopterus burgessi,161327,DD,Unknown,NA,NA
Etmopterus carteri,60238,DD,Unknown,NA,NA
Etmopterus caudistigmus,41804,LC,Unknown,NA,NA
Etmopterus compagnoi,161727,DD,Unknown,NA,NA
Etmopterus unicolor,161727,DD,Unknown,NA,NA
Spinax unicolor,161727,DD,Unknown,NA,NA
Etmopterus decacuspidatus,161585,DD,Unknown,NA,NA
Etmopterus dianthus,41805,LC,Unknown,NA,NA
Etmopterus dislineatus,41806,LC,Unknown,NA,NA
Etmopterus evansi,41807,LC,Unknown,NA,NA
Etmopterus fusus,41808,LC,Unknown,NA,NA
Etmopterus gracilispinis,63108,LC,Unknown,NA,NA
Etmopterus granulosus,63118,LC,Unknown,NA,NA
Etmopterus hillianus,60239,LC,Unknown,NA,NA
Etmopterus litvinovi,63159,DD,Unknown,NA,NA
Etmopterus lucifer,161517,LC,Unknown,NA,NA
Etmopterus molleri,161407,DD,Unknown,NA,NA
Etmopterus paessleri,44569,DD,Unknown,NA,NA
Proscymnodon macracanthus,44569,DD,Unknown,NA,NA
Etmopterus perryi,60240,DD,Unknown,NA,NA
Etmopterus polli,60241,DD,Unknown,NA,NA
Etmopterus princeps,60242,DD,Unknown,NA,NA
Etmopterus pseudosqualiolus,41809,LC,Unknown,NA,NA
Etmopterus pycnolepis,63160,DD,Unknown,NA,NA
Etmopterus robinsi,60243,LC,Unknown,NA,NA
Etmopterus schultzi,60246,LC,Unknown,NA,NA
Etmopterus sentosus,60244,LC,Unknown,NA,NA
Etmopterus spinax,161388,LC,Unknown,NA,NA
Squalus spinax,161388,LC,Unknown,NA,NA
Etmopterus splendidus,161448,DD,Unknown,NA,NA
Etmopterus villosus,161441,LC,Unknown,NA,NA
Etmopterus virens,60245,LC,Unknown,NA,NA
Etropus ciadi,183316,LC,Unknown,NA,NA
Etropus cyclosquamus,16777808,LC,Unknown,NA,NA
Etropus delsmani,183787,DD,Unknown,NA,16777734
Etropus delsmani,183787,DD,Unknown,NA,184052
Etropus ectenes,183537,LC,Unknown,NA,NA
Etropus peruvianus,183428,LC,Unknown,NA,NA
Etropus rimosus,155040,LC,Unknown,NA,NA
Etrumeus whiteheadi,154968,LC,Unknown,NA,NA
Eubalaena australis,8153,LC,Increasing,NA,133704
Eubalaena australis,133704,CR,Unknown,8153,NA
Eubalaena glacialis,41712,EN,Unknown,NA,NA
Eubalaena glacialis,41711,EN,Unknown,NA,133706
Eubalaena japonica,41711,EN,Unknown,NA,133706
Eubalaena japonica,133706,CR,Unknown,41711,NA
Eubalichthys caeruleoguttatus,155299,DD,Unknown,NA,NA
Eubalichthys fuscosinus,155299,DD,Unknown,NA,NA
Eucinostomis melanopter,185993,LC,Unknown,NA,NA
Eucinostomus melanopterus,185993,LC,Unknown,NA,NA
Eucynostomus melanopterus,185993,LC,Unknown,NA,NA
Gerres bilobus,185993,LC,Unknown,NA,NA
Gerres melanopterus,185993,LC,Unknown,NA,NA
Eucinostomus argenteus,185994,LC,Stable,NA,NA
Gerres aprion,185994,LC,Stable,NA,NA
Eucinostomus currani,183675,LC,Unknown,NA,NA
Eucinostomus entomelas,183835,LC,Stable,NA,NA
Eucinostomus harengulus,192932,LC,Unknown,NA,NA
Eucinostomus sciasemion,192932,LC,Unknown,NA,NA
Eucinostomus havana,195883,LC,Unknown,NA,NA
Eucinostomus mowbrayi,195883,LC,Unknown,NA,NA
Lepidochir havana,195883,LC,Unknown,NA,NA
Xystaema havana,195883,LC,Unknown,NA,NA
Eucinostomus jonesi,185996,LC,Unknown,NA,NA
Eucinostomus jonesii,185996,LC,Unknown,NA,NA
Eucinostomus pseudogula,185996,LC,Unknown,NA,NA
Gerres jonesii,185996,LC,Unknown,NA,NA
Eucleoteuthis luminosa,162926,LC,Unknown,NA,NA
Symplectoteuthis luminosa,162926,LC,Unknown,NA,NA
Eucrossorhinus dasypogon,41873,LC,Decreasing,NA,NA
Euctenogobius liolepis,183223,DD,Unknown,NA,NA
Gobionellus liolepis,183223,DD,Unknown,NA,NA
Eudyptes chrysocome,22735250,VU,Decreasing,NA,NA
Eudyptes chrysolophus,22697793,VU,Decreasing,NA,NA
