"","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area"
"221","URM-Cn-5815",133400,"Eusmilia fastigiata",NA,NA,"CORAL2","LC","Stable",1879257.38203138,3376347.10862209
"222","URM-Cn-5816",133412,"Gyrosmilia interrupta",NA,NA,"CORAL2","LC","Decreasing",1636893.53986772,3173481.73645457
"223","URM-Cn-5817",133224,"Meandrina meandrites",NA,NA,"CORAL2","LC","Stable",2135795.28537009,3631116.08198127
"224","URM-Cn-5821",133478,"Hydnophora exesa",NA,NA,"CORAL2","NT","Unknown",9901581.14909137,26987835.1113542
"225","URM-Cn-5905",133662,"Galaxea fascicularis",NA,NA,"CORAL2","NT","Unknown",9608857.29973418,27386549.526859
"226","URM-Cn-4718",133283,"Acropora batunai",NA,NA,"CORAL1","VU","Decreasing",4953696.30082647,8459300.95510407
"227","URM-Cn-4826",132888,"Acropora secale",NA,NA,"CORAL1","NT","Decreasing",11532309.7503279,23724734.1499322
"228","URM-Cn-5915",133212,"Oculina diffusa",NA,NA,"CORAL2","LC","Stable",2070576.84891339,3353538.84988712
"229","URM-Cn-5921",133165,"Oculina varicosa",NA,NA,"CORAL2","VU","Unknown",1668058.66294198,3922819.61061795
"230","URM-Cn-4828",133080,"Acropora selago",NA,NA,"CORAL1","NT","Decreasing",11312540.615024,21298877.5124602
"231","URM-Cn-5928",133172,"Echinophyllia aspera",NA,NA,"CORAL2","LC","Unknown",10159911.2785633,27729027.4630284
"232","URM-Cn-5930",133058,"Echinophyllia echinata",NA,NA,"CORAL2","LC","Unknown",7392835.81266169,23397922.5484549
"233","SLB-158735",133484,"Anomastraea irregularis",NA,NA,"CORAL2","VU","Decreasing",2303077.17905399,4492386.51640589
"234","URM-Cn-6122",133428,"Coscinaraea columna",NA,NA,"CORAL2","LC","Unknown",10677376.7935272,27788830.3105943
"235","URM-Cn-4854",132931,"Acropora willisae",NA,NA,"CORAL1","VU","Decreasing",9547685.6877214,15913523.1816721
"236","URM-Cn-4855",133547,"Acropora yongei",NA,NA,"CORAL1","LC","Decreasing",10738251.6494026,19806995.5721347
"237","URM-Cn-4856",133341,"Anacropora forbesi",NA,NA,"CORAL1","LC","Decreasing",10334054.4711569,19038313.4521753
"238","URM-Cn-4859",133415,"Anacropora puertogalerae",NA,NA,"CORAL1","VU","Decreasing",8062093.71689634,15389055.650032
"239","URM-Cn-4861",133046,"Anacropora spinosa",NA,NA,"CORAL1","EN","Decreasing",5945920.9549996,10081890.1554139
"240","URM-Cn-4863",133069,"Astreopora cucullata",NA,NA,"CORAL1","VU","Decreasing",8253695.02544689,16802322.8243633
"241","URM-Cn-4865",133302,"Astreopora gracilis",NA,NA,"CORAL1","LC","Decreasing",11368064.9292854,19447231.7987517
"242","URM-Cn-4866",133092,"Astreopora incrustans",NA,NA,"CORAL1","VU","Decreasing",7440468.17702178,8428958.97381579
"243","URM-Cn-4868",133267,"Astreopora listeri",NA,NA,"CORAL1","LC","Decreasing",12283796.7145651,22124024.1353896
"244","URM-Cn-4869",133306,"Astreopora macrostoma",NA,NA,"CORAL1","NT","Decreasing",6983262.25332347,13722097.0203333
"245","URM-Cn-4871",133292,"Astreopora myriophthalma",NA,NA,"CORAL1","LC","Decreasing",13729436.9211024,27954480.1718054
"246","URM-Cn-4872",133129,"Astreopora ocellata",NA,NA,"CORAL1","LC","Decreasing",10606988.8294327,20239537.679162
"247","URM-Cn-4873",133048,"Astreopora suggesta",NA,NA,"CORAL1","LC","Decreasing",10727319.8925754,17157891.9169454
"248","URM-Cn-4723",132933,"Acropora carduus",NA,NA,"CORAL1","NT","Decreasing",9915071.6533393,13225382.0414099
"249","URM-Cn-4875",133314,"Montipora aequituberculata",NA,NA,"CORAL1","LC","Decreasing",12545924.7176118,28581509.1189123
"250","URM-Cn-4876",133696,"Montipora altasepta",NA,NA,"CORAL1","VU","Decreasing",5043162.92748832,12791928.1003825
"251","URM-Cn-4877",132866,"Montipora angulata",NA,NA,"CORAL1","VU","Decreasing",10010032.4485602,17355556.8760306
"252","URM-Cn-4879",133443,"Montipora australiensis",NA,NA,"CORAL1","VU","Decreasing",8364152.76393656,17238759.3245766
"253","URM-Cn-4881",133185,"Montipora calcarea",NA,NA,"CORAL1","VU","Decreasing",6347405.60310865,9044366.75129458
"254","URM-Cn-4882",133220,"Montipora caliculata",NA,NA,"CORAL1","VU","Decreasing",10181111.2744773,21626276.7708448
"255","URM-Cn-4883",133622,"Montipora capitata",NA,NA,"CORAL1","NT","Decreasing",8804267.42567354,14549882.2107347
"256","URM-Cn-4724",133112,"Acropora caroliniana",NA,NA,"CORAL1","VU","Decreasing",7451969.02819473,9909698.42529358
"257","URM-Cn-4885",133623,"Montipora cebuensis",NA,NA,"CORAL1","VU","Decreasing",8141947.45453427,14037418.9680715
"258","URM-Cn-4887",133367,"Montipora confusa",NA,NA,"CORAL1","NT","Decreasing",5661547.07055064,9666215.90344478
"259","URM-Cn-4888",133375,"Montipora corbettensis",NA,NA,"CORAL1","VU","Decreasing",6193632.16417552,13776432.3829703
"260","URM-Cn-4889",133433,"Montipora crassituberculata",NA,NA,"CORAL1","VU","Decreasing",11069891.5583058,17904249.7871457
"261","URM-Cn-4891",133451,"Montipora danae",NA,NA,"CORAL1","LC","Decreasing",11519028.4710413,25827949.1112887
"262","URM-Cn-4893",133194,"Montipora digitata",NA,NA,"CORAL1","LC","Decreasing",10402478.5706091,21586070.8661989
"263","URM-Cn-4725",133576,"Acropora cerealis",NA,NA,"CORAL1","LC","Decreasing",11194676.4290815,24969640.4061936
"264","URM-Cn-4896",133175,"Montipora efflorescens",NA,NA,"CORAL1","NT","Decreasing",11966153.2272084,25771874.6016277
"265","URM-Cn-4897",133031,"Montipora effusa",NA,NA,"CORAL1","NT","Decreasing",10426772.6135242,16277178.7705067
"266","URM-Cn-4900",133186,"Montipora floweri",NA,NA,"CORAL1","LC","Decreasing",11226828.1692165,23052250.7555749
"267","URM-Cn-4901",133071,"Montipora foliosa",NA,NA,"CORAL1","NT","Decreasing",10359146.8779201,26053263.6199792
"268","URM-Cn-4902",133438,"Montipora foveolata",NA,NA,"CORAL1","NT","Decreasing",10925949.7603571,23027477.0748994
"269","URM-Cn-4903",133131,"Montipora friabilis",NA,NA,"CORAL1","VU","Decreasing",8809693.79303414,12323992.0234274
"270","URM-Cn-4708",133133,"Acropora abrolhosensis",NA,NA,"CORAL1","VU","Decreasing",8360872.973353,9714027.89546078
"271","URM-Cn-4726",133381,"Acropora cervicornis",NA,NA,"CORAL1","CR","Stable",1779710.60353304,3363639.07215193
"272","URM-Cn-4906",133420,"Montipora grisea",NA,NA,"CORAL1","LC","Decreasing",13121347.0178419,21611401.2340206
"273","URM-Cn-4909",133238,"Montipora hispida",NA,NA,"CORAL1","LC","Decreasing",9482021.77479387,24264408.0552781
"274","URM-Cn-4911",133700,"Montipora hoffmeisteri",NA,NA,"CORAL1","LC","Decreasing",8730622.76541125,22036818.330414
"275","URM-Cn-4912",133196,"Montipora incrassata",NA,NA,"CORAL1","NT","Decreasing",11058009.6800805,18178749.5038247
"276","URM-Cn-4913",133066,"Montipora informis",NA,NA,"CORAL1","LC","Decreasing",14565450.3124501,27333930.7673889
"277","URM-Cn-4915",133117,"Montipora lobulata",NA,NA,"CORAL1","VU","Decreasing",4758965.02247436,7729662.40926709
"278","URM-Cn-4727",133481,"Acropora chesterfieldensis",NA,NA,"CORAL1","LC","Decreasing",3089213.55869552,8665610.82084518
"279","URM-Cn-4918",133015,"Montipora millepora",NA,NA,"CORAL1","LC","Decreasing",12320912.8542659,23635378.7789974
"280","URM-Cn-4919",133674,"Montipora mollis",NA,NA,"CORAL1","LC","Decreasing",13032949.1344608,23719020.9320611
"281","URM-Cn-4920",133525,"Montipora monasteriata",NA,NA,"CORAL1","LC","Decreasing",14009607.360186,25731806.4511452
"282","URM-Cn-4922",132944,"Montipora nodosa",NA,NA,"CORAL1","NT","Decreasing",12164396.3438251,18676058.0954873
"283","URM-Cn-4923",132932,"Montipora orientalis",NA,NA,"CORAL1","VU","Decreasing",8426688.75858647,10603541.7148914
"284","URM-Cn-4728",133207,"Acropora clathrata",NA,NA,"CORAL1","LC","Decreasing",10928934.3168691,26631255.7662091
"285","URM-Cn-4927",133563,"Montipora peltiformis",NA,NA,"CORAL1","NT","Decreasing",11150060.091622,22014883.2136278
"286","URM-Cn-4929",133404,"Montipora samarensis",NA,NA,"CORAL1","VU","Decreasing",6606385.80149299,13119758.9767664
"287","URM-Cn-4934",133245,"Montipora spongodes",NA,NA,"CORAL1","LC","Decreasing",13292367.6890638,22858382.2349813
"288","URM-Cn-4935",133556,"Montipora spumosa",NA,NA,"CORAL1","LC","Decreasing",12969953.2241232,25615455.0179852
"289","URM-Cn-4936",133259,"Montipora stellata",NA,NA,"CORAL1","LC","Decreasing",10007742.056836,14951657.8128981
"290","URM-Cn-4941",133345,"Montipora tuberculosa",NA,NA,"CORAL1","LC","Decreasing",14913575.4443413,29002842.9890999
"291","URM-Cn-4943",133450,"Montipora turtlensis",NA,NA,"CORAL1","VU","Decreasing",9906326.23357756,12683856.0225388
"292","URM-Cn-4944",133599,"Montipora undata",NA,NA,"CORAL1","NT","Decreasing",10690033.6415711,21877609.5519547
"293","URM-Cn-4945",133635,"Montipora venosa",NA,NA,"CORAL1","NT","Decreasing",13415477.3436222,27913876.0507603
"294","URM-Cn-4947",133646,"Montipora verrucosa",NA,NA,"CORAL1","LC","Decreasing",14080464.3624871,27851408.0239209
"295","URM-Cn-4949",133190,"Montipora vietnamensis",NA,NA,"CORAL1","VU","Decreasing",3525385.8372304,8744186.23096141
"296","URM-Cn-4950",133535,"Agaricia agaricites",NA,NA,"CORAL1","LC","Stable",3574445.63352852,4178274.20963893
"297","URM-Cn-4952",133288,"Agaricia grahamae",NA,NA,"CORAL1","LC","Unknown",1768943.95876708,4062888.8369797
"298","URM-Cn-4953",133255,"Agaricia humilis",NA,NA,"CORAL1","LC","Stable",1877075.81074757,3354311.42255956
"299","URM-Cn-4954",132970,"Agaricia lamarcki",NA,NA,"CORAL1","VU","Decreasing",1429266.68647035,3325200.11406562
"300","URM-Cn-4955",133439,"Agaricia tenuifolia",NA,NA,"CORAL1","NT","Unknown",2339204.43434318,1782096.46076441
"301","URM-Cn-4957",133171,"Coeloseris mayeri",NA,NA,"CORAL1","LC","Unknown",12440118.4774003,22522815.7755653
"302","SLB-184810",133660,"Isopora cuneata",NA,NA,"CORAL1","VU","Decreasing",10602282.5067468,20552220.864194
"303","URM-Cn-4958",132917,"Gardineroseris planulata",NA,NA,"CORAL1","LC","Unknown",14567958.0715979,29601497.6895415
"304","URM-Cn-4959",133522,"Helioseris cucullata",NA,NA,"CORAL1","LC","Stable",2111399.29168007,3484237.48903291
"305","URM-Cn-4961",133686,"Leptoseris cailleti",NA,NA,"CORAL1","LC","Unknown",1280063.53814429,3301274.98173663
"306","URM-Cn-4962",132887,"Leptoseris explanata",NA,NA,"CORAL1","LC","Unknown",12480634.0921642,24238218.618201
"307","URM-Cn-4963",133330,"Leptoseris foliosa",NA,NA,"CORAL1","LC","Unknown",11511802.1465587,19782184.758993
"308","URM-Cn-4964",133636,"Leptoseris gardineri",NA,NA,"CORAL1","LC","Unknown",8163873.46348874,17843049.9916916
"309","URM-Cn-4965",132885,"Leptoseris hawaiiensis",NA,NA,"CORAL1","LC","Unknown",12953191.2843975,26106270.0933033
"310","URM-Cn-4966",133539,"Leptoseris incrustans",NA,NA,"CORAL1","VU","Unknown",8799988.36349346,21715417.7152262
"311","URM-Cn-4967",133351,"Leptoseris mycetoseroides",NA,NA,"CORAL1","LC","Unknown",11888711.9242676,28286212.366383
"312","URM-Cn-4968",133098,"Leptoseris papyracea",NA,NA,"CORAL1","LC","Unknown",12399899.8086866,22807250.2310418
"313","URM-Cn-4969",133091,"Leptoseris scabra",NA,NA,"CORAL1","LC","Unknown",11395471.6315183,27726988.1898758
"314","URM-Cn-4970",132903,"Leptoseris solida",NA,NA,"CORAL1","LC","Unknown",8737469.53325561,18379418.3985837
"315","URM-Cn-4974",133147,"Leptoseris yabei",NA,NA,"CORAL1","VU","Unknown",7375362.10220214,19458701.6911701
"316","URM-Cn-4977",133453,"Pachyseris rugosa",NA,NA,"CORAL1","VU","Unknown",12681717.1159018,21812190.3802415
"317","URM-Cn-4978",133410,"Pachyseris speciosa",NA,NA,"CORAL1","LC","Unknown",13363773.6249659,26817313.7447342
"318","URM-Cn-4979",133360,"Pavona bipartita",NA,NA,"CORAL1","VU","Unknown",7539937.06808034,19270545.4081086
"319","URM-Cn-4980",133558,"Pavona cactus",NA,NA,"CORAL1","VU","Unknown",13002727.1155465,27279487.0310474
"320","URM-Cn-4982",133240,"Pavona clavus",NA,NA,"CORAL1","LC","Unknown",12241937.6661985,27810293.5909583
"321","URM-Cn-4984",133041,"Pavona decussata",NA,NA,"CORAL1","VU","Unknown",13926137.3973849,26930490.4979697
"322","URM-Cn-4985",133581,"Pavona diffluens",NA,NA,"CORAL1","VU","Unknown",1310468.07905838,2647120.29418582
"323","URM-Cn-4987",133702,"Pavona duerdeni",NA,NA,"CORAL1","LC","Unknown",11496810.1185511,29482509.8303875
"324","URM-Cn-4988",133382,"Pavona explanulata",NA,NA,"CORAL1","LC","Unknown",12760454.0187625,28100548.0547371
"325","URM-Cn-4989",133242,"Pavona frondifera",NA,NA,"CORAL1","LC","Unknown",11608858.2828559,20928390.2632124
"326","URM-Cn-4990",133168,"Pavona gigantea",NA,NA,"CORAL1","LC","Increasing",539724.011159042,2482511.76805455
"327","URM-Cn-4992",132911,"Pavona maldivensis",NA,NA,"CORAL1","LC","Unknown",12252261.2579851,29323894.9854994
"328","URM-Cn-4993",132904,"Pavona minuta",NA,NA,"CORAL1","NT","Unknown",7837731.61850034,15810845.4356825
"329","URM-Cn-4994",133398,"Pavona varians",NA,NA,"CORAL1","LC","Unknown",13840390.804823,29892575.7041322
"330","URM-Cn-4995",132880,"Pavona venosa",NA,NA,"CORAL1","VU","Unknown",9415008.08213841,24264372.5352505
"331","URM-Cn-4735",133322,"Acropora dendrum",NA,NA,"CORAL1","VU","Decreasing",8647832.499412,19155347.2321882
"332","URM-Cn-4709",133463,"Acropora aculeus",NA,NA,"CORAL1","VU","Decreasing",10916602.0390114,22665810.3267109
"333","URM-Cn-5962",133663,"Madracis decactis",NA,NA,"CORAL1","LC","Stable",4580827.22049747,4741516.82336997
"334","URM-Cn-5963",133281,"Madracis formosa",NA,NA,"CORAL1","LC","Stable",1919807.50965284,3511972.99524387
"335","URM-Cn-5967",133380,"Madracis kirbyi",NA,NA,"CORAL1","LC","Unknown",6655587.44374239,16624701.8874945
"336","URM-Cn-5970",133135,"Madracis pharensis",NA,NA,"CORAL1","LC","Stable",2698019.81267682,6755407.27377854
"337","URM-Cn-5972",133611,"Madracis senaria",NA,NA,"CORAL1","LC","Unknown",1149755.18242654,3087449.19232852
"338","URM-Cn-5005",133075,"Palauastrea ramosa",NA,NA,"CORAL1","NT","Unknown",7520898.11976155,12246181.4669855
"339","URM-Cn-5006",133521,"Stephanocoenia intersepta",NA,NA,"CORAL1","LC","Stable",5694796.8336453,3550404.09861709
"340","URM-Cn-5007",133548,"Stylocoeniella armata",NA,NA,"CORAL1","LC","Unknown",11621343.6295783,22847599.8319936
"341","URM-Cn-5009",133049,"Stylocoeniella guentheri",NA,NA,"CORAL1","LC","Unknown",15450379.4355695,27708496.6237537
"342","URM-Cn-5092",132890,"Catalaphyllia jardinei",NA,NA,"CORAL1","VU","Unknown",10925915.8279872,17564709.9870963
"343","URM-Cn-4738",133250,"Acropora digitifera",NA,NA,"CORAL1","NT","Decreasing",12726511.3611162,26778434.5909636
"344","URM-Cn-4739",132910,"Acropora divaricata",NA,NA,"CORAL1","NT","Decreasing",11691707.1735641,23930651.3367037
"345","URM-Cn-4742",133661,"Acropora echinata",NA,NA,"CORAL1","VU","Decreasing",11116315.1067043,18653703.1458834
"346","URM-Cn-5591",132963,"Manicina areolata",NA,NA,"CORAL1","LC","Stable",2113333.09035654,3332368.38001736
"347","URM-Cn-5592",133134,"Montastraea annularis",NA,NA,"CORAL1","EN","Decreasing",3708243.71564193,3514663.0007512
"348","URM-Cn-5594",133237,"Montastraea cavernosa",NA,NA,"CORAL1","LC","Stable",6877188.17907957,5697449.32010699
"349","URM-Cn-4795",133266,"Acropora nobilis",NA,NA,"CORAL1","LC","Decreasing",11857807.876954,25643034.792561
"350","URM-Cn-5601",133070,"Montastrea colemani",NA,NA,"CORAL1","NT","Decreasing",9529922.28438803,13716821.7630316
"351","URM-Cn-5604",132859,"Oulastrea crispata",NA,NA,"CORAL1","LC","Unknown",4190186.27007949,14157319.9434282
"352","URM-Cn-5605",133333,"Oulophyllia bennettae",NA,NA,"CORAL1","NT","Decreasing",6052587.20013229,19968851.3577041
"353","URM-Cn-5606",133200,"Oulophyllia crispa",NA,NA,"CORAL1","NT","Decreasing",6778163.75048315,25368343.2809925
"354","URM-Cn-4715",133160,"Acropora austera",NA,NA,"CORAL1","NT","Decreasing",12053488.5783306,24772587.8737333
"355","URM-Cn-5610",133161,"Platygyra contorta",NA,NA,"CORAL1","LC","Decreasing",4007477.64491506,15441783.1159809
"356","URM-Cn-5612",133468,"Platygyra daedalea",NA,NA,"CORAL1","LC","Decreasing",13361419.4876235,28862118.9906007
"357","URM-Cn-5613",133651,"Platygyra lamellina",NA,NA,"CORAL1","NT","Decreasing",6144484.54493397,25094306.9254045
"358","URM-Cn-4745",133010,"Acropora elseyi",NA,NA,"CORAL1","LC","Decreasing",9729802.08303973,20527664.3689661
"359","URM-Cn-4710",132940,"Acropora acuminata",NA,NA,"CORAL1","VU","Decreasing",7873570.90364583,21559865.1488397
"360","URM-Cn-5095",133575,"Cladocora arbuscula",NA,NA,"CORAL1","LC","Unknown",2687531.80322716,3619641.18067301
"361","URM-Cn-4750",132869,"Acropora florida",NA,NA,"CORAL1","NT","Decreasing",10348226.3736785,23770519.8042082
"362","URM-Cn-4751",133644,"Acropora formosa",NA,NA,"CORAL1","NT","Decreasing",12732609.6664155,27407839.114317
"363","URM-Cn-4752",133324,"Acropora gemmifera",NA,NA,"CORAL1","LC","Decreasing",10682957.2206602,23521380.5420267
"364","URM-Cn-5164",133431,"Heterocyathus aequicostatus",NA,NA,"CORAL1","LC","Unknown",6988582.00262353,12653711.6694709
"365","URM-Cn-4753",133550,"Acropora glauca",NA,NA,"CORAL1","NT","Decreasing",8519931.54669427,9833802.71438268
"366","URM-Cn-4755",133013,"Acropora grandis",NA,NA,"CORAL1","LC","Decreasing",10789495.5300065,23103841.7250859
"367","URM-Cn-4756",132948,"Acropora granulosa",NA,NA,"CORAL1","NT","Decreasing",12179283.5766224,22666487.6695876
"368","URM-Cn-4758",132981,"Acropora hemprichii",NA,NA,"CORAL1","VU","Decreasing",1429353.07044759,5960103.84341759
"369","URM-Cn-4759",133401,"Acropora hoeksemai",NA,NA,"CORAL1","VU","Decreasing",3401512.80946532,6962641.66803049
"370","URM-Cn-4760",133319,"Acropora horrida",NA,NA,"CORAL1","VU","Decreasing",13798190.3039369,26752685.2942942
"371","URM-Cn-4761",132992,"Acropora humilis",NA,NA,"CORAL1","NT","Decreasing",11729485.5418525,26732263.7188349
"372","URM-Cn-4762",133479,"Acropora hyacinthus",NA,NA,"CORAL1","NT","Decreasing",10929904.3232913,26503909.5806521
"373","URM-Cn-4712",133513,"Acropora anthocercis",NA,NA,"CORAL1","VU","Decreasing",12866947.6078786,20057090.9190373
"374","URM-Cn-4770",133081,"Acropora kirstyae",NA,NA,"CORAL1","VU","Decreasing",6355684.32062803,13889713.2230991
"375","URM-Cn-4773",133120,"Acropora latistella",NA,NA,"CORAL1","LC","Decreasing",11670743.2377229,25602429.10235
"376","URM-Cn-4774",132969,"Acropora listeri",NA,NA,"CORAL1","VU","Decreasing",9382362.5214499,20977256.5562081
"377","URM-Cn-4713",133604,"Acropora arabensis",NA,NA,"CORAL1","NT","Decreasing",2193662.02876829,687791.455735331
"378","URM-Cn-4778",132976,"Acropora loripes",NA,NA,"CORAL1","NT","Decreasing",9161781.31850412,22958974.0064621
"379","URM-Cn-5428",133679,"Heteropsammia cochlea",NA,NA,"CORAL1","LC","Unknown",10932073.3091569,23135223.2351996
"380","URM-Cn-4779",133327,"Acropora lovelli",NA,NA,"CORAL1","VU","Decreasing",5069988.09047233,11727547.6005752
"381","URM-Cn-4780",133303,"Acropora lutkeni",NA,NA,"CORAL1","NT","Decreasing",12530417.2407938,21444156.8733596
"382","URM-Cn-5465",132957,"Turbinaria bifrons",NA,NA,"CORAL1","VU","Unknown",6453522.22817586,12116647.2214511
"383","URM-Cn-5468",133146,"Turbinaria frondens",NA,NA,"CORAL1","LC","Unknown",6643661.85273283,25429945.9457088
"384","URM-Cn-5471",133633,"Turbinaria mesenterina",NA,NA,"CORAL1","VU","Unknown",10165314.3259465,28419870.5461384
"385","URM-Cn-5472",133177,"Turbinaria patula",NA,NA,"CORAL1","VU","Unknown",6428264.20955795,17074831.9100427
"386","URM-Cn-5473",133498,"Turbinaria peltata",NA,NA,"CORAL1","VU","Unknown",9826631.81546416,24697277.9778275
"387","URM-Cn-5474",132985,"Turbinaria radicalis",NA,NA,"CORAL1","NT","Unknown",4113685.92301393,10625479.8335897
"388","URM-Cn-5475",133697,"Turbinaria reniformis",NA,NA,"CORAL1","VU","Unknown",6840783.01790751,26827628.8057018
"389","URM-Cn-5476",133403,"Turbinaria stellulata",NA,NA,"CORAL1","VU","Unknown",6329051.89226958,24102352.1444375
"390","URM-Cn-5477",133173,"Euphyllia ancora",NA,NA,"CORAL1","VU","Unknown",9544557.82902418,15150948.3696605
"391","URM-Cn-5478",133588,"Euphyllia cristata",NA,NA,"CORAL1","VU","Stable",8799696.14033973,18489862.6249983
"392","URM-Cn-4783",133359,"Acropora microclados",NA,NA,"CORAL1","VU","Decreasing",10965205.4545099,18614295.7831387
"393","URM-Cn-5479",133225,"Euphyllia divisa",NA,NA,"CORAL1","NT","Unknown",7619588.70190844,13305175.0065728
"394","URM-Cn-5481",133256,"Euphyllia glabrescens",NA,NA,"CORAL1","NT","Unknown",13079177.9788072,24538709.7777772
"395","URM-Cn-5488",133456,"Physogyra lichtensteini",NA,NA,"CORAL1","VU","Unknown",6502165.97538346,23725593.2516677
"396","URM-Cn-4784",133021,"Acropora microphthalma",NA,NA,"CORAL1","LC","Decreasing",11378050.3653397,25838940.7821559
"397","URM-Cn-5495",133258,"Plerogyra sinuosa",NA,NA,"CORAL1","NT","Unknown",8927392.06563048,25954083.5564763
"398","URM-Cn-4785",133666,"Acropora millepora",NA,NA,"CORAL1","NT","Decreasing",9134945.04267194,21672024.9014024
