iucn_sid,am_sid,sciname,match
48342519,Fis-25986,Rhabdoblennius rhabdotrachelus,basic name
48342521,Fis-25971,Entomacrodus caudofasciatus,basic name
48342524,Fis-31631,Salarias luctuosus,basic name
48342525,Fis-25991,Aspidontus dussumieri,basic name
48342530,Fis-25994,Plagiotremus laudandus,basic name
48342535,Fis-35630,Ecsenius mandibularis,basic name
59034974,Fis-26854,Evynnis cardinalis,basic name
61936075,Fis-169966,Canthigaster petersii,basic name
133447,SLB-117477,Echinopora taylorae,worms
170154,Fis-24541,Diplodus argenteus argenteus,worms
170155,Fis-23479,Diplodus sargus sargus,worms
