am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,spp_group,id_no,spatial_source,name_verified
NA,Scarus pleianus,NA,19950,Decreasing,NT,WRASSE,19950,iucn,TRUE
NA,Scarus turchesius,NA,19950,Decreasing,NT,WRASSE,19950,iucn,TRUE
Fis-22821,Scomberomorus concolor,1,20047,Decreasing,VU,TUNAS_BILLFISHES,20047,iucn,TRUE
NA,Chriomitra concolor,NA,20047,Decreasing,VU,TUNAS_BILLFISHES,20047,iucn,TRUE
Fis-30636,Sebastes fasciatus,1,20084,NA,EN,NA,NA,am,TRUE
Fis-59365,Solegnathus dunckeri,null,20314,Unknown,DD,NA,NA,am,TRUE
Fis-54098,Solegnathus hardwickii,null,20315,Unknown,DD,NA,NA,am,TRUE
Fis-32766,Solegnathus lettiensis,null,20316,Decreasing,DD,NA,NA,am,TRUE
Fis-112471,Solegnathus robustus,null,20317,Unknown,DD,NA,NA,am,TRUE
Fis-29098,Solegnathus spinosissimus,null,20318,Unknown,DD,NA,NA,am,TRUE
ITS-180419,Sousa chinensis,1,20424,Decreasing,NT,MARINE_MAMMALS,20424,iucn_parent,TRUE
ITS-Mam-180420,Sousa teuszii,1,20425,Decreasing,VU,NA,NA,am,TRUE
NA,Pomacentrus sanctaehelenae,NA,20724,NA,LC,DAMSELFISH,20724,iucn,TRUE
NA,Stegastes sanctaehelenae,NA,20724,NA,LC,DAMSELFISH,20724,iucn,TRUE
ITS-Mam-180430,Stenella attenuata,1,20729,Unknown,LC,MARINE_MAMMALS,20729,iucn,TRUE
ITS-Mam-180435,Stenella clymene,1,20730,Unknown,DD,MARINE_MAMMALS,20730,iucn,TRUE
ITS-Mam-180434,Stenella coeruleoalba,1,20731,Unknown,LC,MARINEFISH_Part1,20731,iucn_parent,TRUE
NA,Stenella euphrosyne,NA,20731,Unknown,LC,MARINEFISH_Part1,20731,iucn_parent,TRUE
NA,Stenella styx,NA,20731,Unknown,LC,MARINEFISH_Part1,20731,iucn_parent,TRUE
ITS-Mam-552460,Stenella frontalis,1,20732,Unknown,DD,MARINE_MAMMALS,20732,iucn,TRUE
NA,Stenella plagiodon,NA,20732,Unknown,DD,MARINE_MAMMALS,20732,iucn,TRUE
ITS-Mam-180429,Stenella longirostris,1,20733,Unknown,DD,MARINEFISH_Part2,20733,iucn_parent,TRUE
ITS-Mam-180417,Steno bredanensis,1,20738,Unknown,LC,MARINE_MAMMALS,20738,iucn,TRUE
Fis-30676,Stereolepis gigas,1,20795,Unknown,CR,NA,NA,am,TRUE
Fis-30687,Syngnathus abaster,null,21257,Unknown,LC,NA,NA,am,TRUE
Fis-28765,Takifugu niphobles,null,21341,Decreasing,LC,PUFFERFISH,21341,iucn,TRUE
NA,Fugu niphobles,NA,21341,Decreasing,LC,PUFFERFISH,21341,iucn,TRUE
NA,Sphaeroides niphobles,NA,21341,Decreasing,LC,PUFFERFISH,21341,iucn,TRUE
NA,Spheroides niphobles,NA,21341,Decreasing,LC,PUFFERFISH,21341,iucn,TRUE
NA,Takyfugu niphobles,NA,21341,Decreasing,LC,PUFFERFISH,21341,iucn,TRUE
Fis-55125,Takifugu poecilonotus,null,21342,Unknown,LC,PUFFERFISH,21342,iucn,TRUE
NA,Fugu poecilonotum,NA,21342,Unknown,LC,PUFFERFISH,21342,iucn,TRUE
NA,Fugu poecilonotus,NA,21342,Unknown,LC,PUFFERFISH,21342,iucn,TRUE
NA,Tetraodon poecilonotus,NA,21342,Unknown,LC,PUFFERFISH,21342,iucn,TRUE
Fis-28762,Takifugu xanthopterus,null,21343,Decreasing,LC,PUFFERFISH,21343,iucn,TRUE
NA,Fugu xanthopterus,NA,21343,Decreasing,LC,PUFFERFISH,21343,iucn,TRUE
NA,Tetraodon xanthopterus,NA,21343,Decreasing,LC,PUFFERFISH,21343,iucn,TRUE
ITS-Mam-180500,Tasmacetus shepherdi,null,21500,Unknown,DD,MARINE_MAMMALS,21500,iucn,TRUE
Fis-52020,Thalassoma ascensionis,1,21689,Unknown,DD,WRASSE,21689,iucn,TRUE
NA,Julis ascensionis,NA,21689,Unknown,DD,WRASSE,21689,iucn,TRUE
NA,Julis lessonii,NA,21689,Unknown,DD,WRASSE,21689,iucn,TRUE
Fis-22832,Thunnus alalunga,1,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Germo germon,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Orcynus pacificus,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Scomber alalunga,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Scomber alatunga,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Scomber albicans,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Scomber germo,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Scomber germon,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Thunnus germo,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Thunnus pacificus,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Thynnus alalonga,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Thynnus alalunga,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
NA,Thynnus pacificus,NA,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,iucn,TRUE
Fis-22833,Thunnus albacares,1,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Neothunnus albacora,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Neothunnus catalinae,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Neothunnus itosibi,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Orcynus subulatus,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Scomber albacares,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Scomber albacorus,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Scomber sloanei,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Semathunnus guildi,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Thunnus albacora,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Thunnus allisoni,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Thunus albacares,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Thynnus albacora,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Thynnus argentivittatus,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
NA,Thynnus macropterus,NA,21857,Decreasing,NT,TUNAS_BILLFISHES,21857,iucn,TRUE
Fis-22835,Thunnus maccoyii,1,21858,Decreasing,CR,TUNAS_BILLFISHES,21858,iucn,TRUE
NA,Thunnus phillipsi,NA,21858,Decreasing,CR,TUNAS_BILLFISHES,21858,iucn,TRUE
NA,Thunnus thynnus maccoyii,NA,21858,Decreasing,CR,TUNAS_BILLFISHES,21858,iucn,TRUE
NA,Thunnus thynnus orientalis,NA,21858,Decreasing,CR,TUNAS_BILLFISHES,21858,iucn,TRUE
NA,Thynnus maccoyii,NA,21858,Decreasing,CR,TUNAS_BILLFISHES,21858,iucn,TRUE
Fis-22836,Thunnus obesus,1,21859,Decreasing,VU,TUNAS_BILLFISHES,21859,iucn,TRUE
NA,Thunnus mebachi,NA,21859,Decreasing,VU,TUNAS_BILLFISHES,21859,iucn,TRUE
NA,Thynnus obesus,NA,21859,Decreasing,VU,TUNAS_BILLFISHES,21859,iucn,TRUE
NA,Thynnus sibi,NA,21859,Decreasing,VU,TUNAS_BILLFISHES,21859,iucn,TRUE
Fis-49220,Thunnus thynnus,1,21860,Decreasing,EN,TUNAS_BILLFISHES,21860,iucn,TRUE
NA,Scomber thynnus,NA,21860,Decreasing,EN,TUNAS_BILLFISHES,21860,iucn,TRUE
NA,Thunnus vulgaris,NA,21860,Decreasing,EN,TUNAS_BILLFISHES,21860,iucn,TRUE
NA,Thynnus linnei,NA,21860,Decreasing,EN,TUNAS_BILLFISHES,21860,iucn,TRUE
NA,Thynnus mediterraneus,NA,21860,Decreasing,EN,TUNAS_BILLFISHES,21860,iucn,TRUE
NA,Thynnus secundodorsalis,NA,21860,Decreasing,EN,TUNAS_BILLFISHES,21860,iucn,TRUE
Fis-27843,Torquigener brevipinnis,null,21994,Unknown,LC,PUFFERFISH,21994,iucn,TRUE
NA,Tetrodon brevipinnis,NA,21994,Unknown,LC,PUFFERFISH,21994,iucn,TRUE
NA,Torguigener brevipinnis,NA,21994,Unknown,LC,PUFFERFISH,21994,iucn,TRUE
Fis-26051,Totoaba macdonaldi,null,22003,Decreasing,CR,NA,NA,am,TRUE
NA,Trichechus inunguis,NA,22102,Decreasing,VU,MARINE_MAMMALS,22102,iucn,TRUE
ITS-Mam-180684,Trichechus manatus,1,22103,Decreasing,VU,MARINEFISH_Part1,22103,iucn_parent,TRUE
NA,Trichechus senegalensis,NA,22104,Unknown,VU,MARINE_MAMMALS,22104,iucn,TRUE
W-Msc-207673,Tridacna crocea,null,22135,NA,LC,NA,NA,am,TRUE
W-Msc-382205,Tridacna derasa,null,22136,NA,VU,NA,NA,am,TRUE
W-Msc-207670,Tridacna gigas,null,22137,NA,VU,NA,NA,am,TRUE
W-Msc-207675,Tridacna maxima,null,22138,NA,NT,NA,NA,am,TRUE
W-Msc-207674,Tridacna squamosa,null,22140,NA,NT,NA,NA,am,TRUE
ITS-Mam-180426,Tursiops truncatus,1,22563,Unknown,LC,MARINEFISH_Part1,22563,iucn_parent,TRUE
NA,Tursiops gephyreus,NA,22563,Unknown,LC,MARINEFISH_Part1,22563,iucn_parent,TRUE
NA,Tursiops nuuanu,NA,22563,Unknown,LC,MARINEFISH_Part1,22563,iucn_parent,TRUE
NA,Thalarctos maritimus,NA,22823,Decreasing,VU,TERRESTRIAL_MAMMALS,22823,iucn,TRUE
NA,Ursus maritimus,NA,22823,Decreasing,VU,TERRESTRIAL_MAMMALS,22823,iucn,TRUE
Fis-29576,Xiphias gladius,1,23148,Decreasing,LC,TUNAS_BILLFISHES,23148,iucn_parent,TRUE
NA,Phaethonichthys tuberculatus,NA,23148,Decreasing,LC,TUNAS_BILLFISHES,23148,iucn_parent,TRUE
NA,Xiphias estara,NA,23148,Decreasing,LC,TUNAS_BILLFISHES,23148,iucn_parent,TRUE
NA,Xiphias imperator,NA,23148,Decreasing,LC,TUNAS_BILLFISHES,23148,iucn_parent,TRUE
NA,Xiphias kleinii,NA,23148,Decreasing,LC,TUNAS_BILLFISHES,23148,iucn_parent,TRUE
NA,Xiphias thermaicus,NA,23148,Decreasing,LC,TUNAS_BILLFISHES,23148,iucn_parent,TRUE
ITS-Mam-180498,Ziphius cavirostris,1,23211,Unknown,LC,MARINEFISH_Part1,23211,iucn_parent,TRUE
Fis-28733,Zosterisessor ophiocephalus,null,23259,Stable,LC,NA,NA,am,TRUE
Fis-30888,Sebastolobus alascanus,1,29609,NA,EN,NA,NA,am,TRUE
NA,Rhizophora apiculata,NA,31382,Decreasing,LC,MANGROVES,31382,iucn,TRUE
NA,Dolichandrone spathacea,NA,33705,Decreasing,LC,MANGROVES,33705,iucn,TRUE
NA,Aglaia cucullata,NA,34364,Decreasing,DD,MANGROVES,34364,iucn,TRUE
Fis-144619,Pseudanthias regalis,null,39302,NA,VU,NA,NA,am,TRUE
Fis-24556,Dermatolepis inermis,null,39303,Decreasing,NT,GROUPERS,39303,iucn,TRUE
NA,Serranus inermis,NA,39303,Decreasing,NT,GROUPERS,39303,iucn,TRUE
Fis-6933,Paralabrax dewegeri,null,39304,NA,NT,NA,NA,am,TRUE
Fis-24153,Notorynchus cepedianus,null,39324,Unknown,DD,NA,NA,am,TRUE
Fis-29532,Squalus acanthias,1,39326,Decreasing,VU,NA,NA,am,TRUE
Fis-23223,Pristiophorus cirratus,null,39327,Stable,LC,NA,NA,am,TRUE
Fis-29541,Squatina californica,null,39328,Unknown,NT,NA,NA,am,TRUE
Fis-23281,Squatina argentina,1,39329,Decreasing,EN,NA,NA,am,TRUE
Fis-131150,Squatina guggenheim,1,39330,Decreasing,EN,NA,NA,am,TRUE
Fis-23282,Squatina squatina,1,39332,Decreasing,CR,NA,NA,am,TRUE
Fis-23150,Heterodontus francisci,1,39333,Stable,DD,NA,NA,am,TRUE
Fis-23153,Heterodontus portusjacksoni,1,39334,Unknown,LC,NA,NA,am,TRUE
Fis-23199,Odontaspis noronhai,null,39336,Unknown,DD,NA,NA,am,TRUE
Fis-25899,Pseudocarcharias kamoharai,1,39337,Unknown,NT,NA,NA,am,TRUE
Fis-31577,Megachasma pelagios,null,39338,Unknown,LC,NA,NA,am,TRUE
Fis-23899,Alopias vulpinus,1,39339,Decreasing,VU,NA,NA,am,TRUE
Fis-58485,Isurus oxyrinchus,1,39341,Decreasing,VU,NA,NA,am,TRUE
Fis-29426,Lamna ditropis,1,39342,Stable,LC,NA,NA,am,TRUE
Fis-23146,Haploblepharus edwardsii,null,39345,Unknown,NT,NA,NA,am,TRUE
Fis-29411,Haploblepharus fuscus,1,39346,Unknown,VU,NA,NA,am,TRUE
Fis-23246,Schroederichthys bivius,null,39347,Unknown,DD,NA,NA,am,TRUE
Fis-23220,Poroderma africanum,null,39348,Unknown,NT,NA,NA,am,TRUE
Fis-23252,Scyliorhinus capensis,null,39349,Unknown,NT,NA,NA,am,TRUE
Fis-24089,Leptocharias smithii,null,39350,Unknown,NT,NA,NA,am,TRUE
Fis-25900,Furgaleus macki,null,39351,Stable,LC,NA,NA,am,TRUE
Fis-25233,Galeorhinus galeus,1,39352,Decreasing,VU,NA,NA,am,TRUE
Fis-31588,Hemitriakis leucoperiptera,null,39353,Unknown,EN,NA,NA,am,TRUE
Fis-25902,Hypogaleus hyugaensis,null,39354,Unknown,NT,NA,NA,am,TRUE
Fis-31602,Mustelus antarcticus,null,39355,Stable,LC,NA,NA,am,TRUE
Fis-31592,Mustelus lenticulatus,null,39356,Increasing,LC,NA,NA,am,TRUE
Fis-31597,Mustelus asterias,null,39357,Unknown,LC,NA,NA,am,TRUE
Fis-25412,Mustelus mustelus,null,39358,Decreasing,VU,NA,NA,am,TRUE
Fis-24132,Mustelus canis,null,39359,Unknown,NT,NA,NA,am,TRUE
Fis-25905,Triakis megalopterus,null,39362,Unknown,NT,NA,NA,am,TRUE
Fis-23047,Carcharhinus amblyrhynchos,null,39365,Unknown,NT,NA,NA,am,TRUE
Fis-23048,Carcharhinus amboinensis,null,39366,Unknown,DD,NA,NA,am,TRUE
Fis-23049,Carcharhinus borneensis,null,39367,Unknown,EN,NA,NA,am,TRUE
Fis-23051,Carcharhinus brevipinna,null,39368,Unknown,NT,NA,NA,am,TRUE
Fis-23057,Carcharhinus hemiodon,null,39369,Unknown,CR,NA,NA,am,TRUE
Fis-23054,Carcharhinus falciformis,null,39370,Decreasing,NT,NA,NA,am,TRUE
Fis-23059,Carcharhinus leucas,1,39372,Unknown,NT,NA,NA,am,TRUE
Fis-23061,Carcharhinus longimanus,1,39374,Decreasing,VU,NA,NA,am,TRUE
Fis-23063,Carcharhinus melanopterus,1,39375,Decreasing,NT,NA,NA,am,TRUE
Fis-23129,Galeocerdo cuvier,1,39378,Unknown,NT,NA,NA,am,TRUE
Fis-23194,Negaprion brevirostris,1,39380,Unknown,NT,NA,NA,am,TRUE
Fis-23222,Prionace glauca,1,39381,Unknown,NT,NA,NA,am,TRUE
Fis-29505,Scoliodon laticaudus,1,39383,Unknown,NT,NA,NA,am,TRUE
Fis-23311,Triaenodon obesus,1,39384,Unknown,NT,NA,NA,am,TRUE
Fis-29529,Sphyrna couardi,1,39385,Unknown,EN,NA,NA,am,TRUE
Fis-23273,Sphyrna lewini,null,39385,Unknown,EN,NA,NA,am,TRUE
Fis-23274,Sphyrna mokarran,1,39386,Decreasing,EN,NA,NA,am,TRUE
Fis-23275,Sphyrna tiburo,null,39387,Unknown,LC,NA,NA,am,TRUE
Fis-23277,Sphyrna zygaena,null,39388,Decreasing,VU,NA,NA,am,TRUE
Fis-26906,Anoxypristis cuspidata,1,39389,Decreasing,EN,NA,NA,am,TRUE
Fis-32599,Pristis zijsron,1,39393,Decreasing,CR,NA,NA,am,TRUE
Fis-25664,Rhynchobatus djiddensis,null,39394,Decreasing,VU,NA,NA,am,TRUE
Fis-30722,Torpedo californica,null,39396,Unknown,LC,NA,NA,am,TRUE
Fis-131824,Dipturus batis,1,39397,Decreasing,CR,NA,NA,am,TRUE
Fis-30563,Raja clavata,1,39399,Decreasing,NT,NA,NA,am,TRUE
Fis-31406,Raja microocellata,null,39400,Decreasing,NT,NA,NA,am,TRUE
Fis-25603,Taeniura lymma,1,39412,Unknown,NT,NA,NA,am,TRUE
Fis-6035,Urogymnus asperrimus,1,39413,Unknown,VU,NA,NA,am,TRUE
Fis-23322,Aetobatus narinari,1,39415,Decreasing,NT,NA,NA,am,TRUE
Fis-30330,Myliobatis californica,null,39416,Unknown,LC,NA,NA,am,TRUE
Fis-26611,Mobula mobular,null,39418,Decreasing,EN,NA,NA,am,TRUE
Fis-131835,Dipturus laevis,1,39771,Stable,EN,NA,NA,am,TRUE
Fis-26117,Cephalopholis boenak,null,39773,Unknown,LC,GROUPERS,39773,iucn,TRUE
NA,Bodianus boenak,NA,39773,Unknown,LC,GROUPERS,39773,iucn,TRUE
Fis-26129,Cromileptes altivelis,1,39774,Decreasing,VU,GROUPERS,39774,iucn,TRUE
ITS-Mam-180502,Indopacetus pacificus,1,40635,Unknown,DD,MARINE_MAMMALS,40635,iucn,TRUE
NA,Mesoplodon pacificus,NA,40635,Unknown,DD,MARINE_MAMMALS,40635,iucn,TRUE
NA,Stegastes sanctipauli,NA,40711,NA,LC,DAMSELFISH,40711,iucn,TRUE
NA,Stegastes santipaule,NA,40711,NA,LC,DAMSELFISH,40711,iucn,TRUE
NA,Stegastes santipauli,NA,40711,NA,LC,DAMSELFISH,40711,iucn,TRUE
Fis-25926,Syngnathoides biaculeatus,null,40715,Unknown,DD,NA,NA,am,TRUE
Fis-35481,Hippocampus angustus,null,40773,Unknown,DD,NA,NA,am,TRUE
Fis-131089,Hippocampus subelongatus,null,40773,Unknown,DD,NA,NA,am,TRUE
Fis-23046,Carcharhinus amblyrhynchoides,1,40797,Unknown,NT,NA,NA,am,TRUE
Fis-130613,Hippocampus barbouri,null,40802,Decreasing,VU,NA,NA,am,TRUE
Fis-131073,Hippocampus mohnikei,null,41005,Unknown,DD,NA,NA,am,TRUE
Fis-130608,Hippocampus algiricus,null,41007,Unknown,VU,NA,NA,am,TRUE
Fis-130620,Hippocampus comes,1,41008,Decreasing,VU,NA,NA,am,TRUE
Fis-130667,Hippocampus fisheri,null,41009,Unknown,DD,NA,NA,am,TRUE
Fis-130734,Hippocampus kelloggi,null,41010,Decreasing,VU,NA,NA,am,TRUE
Fis-140168,Rhinobatos horkelii,1,41064,Decreasing,CR,NA,NA,am,TRUE
ITS-Mam-180631,Arctocephalus forsteri,1,41664,Increasing,LC,MARINE_MAMMALS,41664,iucn,TRUE
ITS-Mam-180619,Otaria flavescens,1,41665,Stable,LC,MARINE_MAMMALS,41665,iucn,TRUE
NA,Otaria byronia,NA,41665,Stable,LC,MARINE_MAMMALS,41665,iucn,TRUE
ITS-Mam-180621,Zalophus californianus,1,41666,Increasing,LC,MARINE_MAMMALS,41666,iucn,TRUE
ITS-Mam-622014,Zalophus wollebaeki,1,41668,Decreasing,EN,MARINE_MAMMALS,41668,iucn,TRUE
ITS-Mam-622021,Histriophoca fasciata,null,41670,Unknown,DD,MARINEFISH_Part1,41670,iucn,TRUE
NA,Phoca fasciata,NA,41670,Unknown,DD,MARINEFISH_Part1,41670,iucn,TRUE
ITS-Mam-622022,Pagophilus groenlandicus,1,41671,Increasing,LC,MARINE_MAMMALS,41671,iucn,TRUE
NA,Phoca groenlandica,NA,41671,Increasing,LC,MARINE_MAMMALS,41671,iucn,TRUE
ITS-Mam-622018,Pusa hispida,null,41672,Unknown,LC,MARINE_MAMMALS,41672,iucn,TRUE
NA,Phoca hispida,NA,41672,Unknown,LC,MARINE_MAMMALS,41672,iucn,TRUE
ITS-Mam-612591,Eubalaena japonica,1,41711,Unknown,EN,MARINE_MAMMALS,41711,iucn_parent,TRUE
ITS-Mam-180537,Eubalaena glacialis,1,41711,Unknown,EN,MARINE_MAMMALS,41711,iucn_parent,TRUE
ITS-Mam-612596,Tursiops aduncus,1,41714,Unknown,DD,MARINEFISH_Part1,41714,iucn,TRUE
ITS-Mam-180475,Phocoena dioptrica,1,41715,Unknown,DD,MARINE_MAMMALS,41715,iucn,TRUE
NA,Australophocaena dioptrica,NA,41715,Unknown,DD,MARINE_MAMMALS,41715,iucn,TRUE
Fis-147871,Hippocampus denise,null,41716,Unknown,DD,NA,NA,am,TRUE
Fis-27676,Aetomylaeus nichofii,1,41717,Decreasing,VU,NA,NA,am,TRUE
Fis-142344,Apristurus albisoma,null,41718,Unknown,LC,NA,NA,am,TRUE
Fis-145092,Apristurus exsanguis,null,41719,Unknown,LC,NA,NA,am,TRUE
Fis-23028,Asymbolus analis,null,41720,Unknown,LC,NA,NA,am,TRUE
Fis-140641,Asymbolus occiduus,null,41722,Unknown,LC,NA,NA,am,TRUE
Fis-140642,Asymbolus pallidus,null,41723,Unknown,LC,NA,NA,am,TRUE
Fis-140639,Asymbolus parvus,null,41724,Unknown,LC,NA,NA,am,TRUE
Fis-140692,Asymbolus rubiginosus,null,41725,Unknown,LC,NA,NA,am,TRUE
Fis-140634,Asymbolus submaculatus,null,41726,Unknown,LC,NA,NA,am,TRUE
Fis-23029,Asymbolus vincenti,null,41727,Unknown,LC,NA,NA,am,TRUE
Fis-131407,Atelomycterus fasciatus,null,41728,Unknown,LC,NA,NA,am,TRUE
Fis-29298,Atelomycterus macleayi,null,41729,Unknown,LC,NA,NA,am,TRUE
Fis-24448,Atelomycterus marmoratus,null,41730,Unknown,NT,NA,NA,am,TRUE
Fis-25886,Brachaelurus waddi,1,41732,Unknown,LC,NA,NA,am,TRUE
Fis-23052,Carcharhinus cautus,null,41733,Unknown,DD,NA,NA,am,TRUE
Fis-23053,Carcharhinus dussumieri,null,41734,Decreasing,NT,NA,NA,am,TRUE
Fis-23055,Carcharhinus fitzroyensis,null,41735,Stable,LC,NA,NA,am,TRUE
Fis-23056,Carcharhinus galapagensis,null,41736,Unknown,NT,NA,NA,am,TRUE
Fis-23062,Carcharhinus macloti,null,41737,Unknown,NT,NA,NA,am,TRUE
Fis-23068,Carcharhinus sealei,null,41738,Unknown,NT,NA,NA,am,TRUE
Fis-47835,Carcharhinus tilstoni,null,41739,Stable,LC,NA,NA,am,TRUE
Fis-29319,Centrophorus harrissoni,1,41740,Decreasing,EN,NA,NA,am,TRUE
Fis-23050,Carcharhinus brachyurus,1,41741,Unknown,NT,NA,NA,am,TRUE
Fis-31073,Callorhinchus milii,1,41743,Stable,LC,NA,NA,am,TRUE
Fis-23077,Centrophorus uyato,null,41745,Unknown,DD,NA,NA,am,TRUE
Fis-29325,Centroscyllium kamoharai,null,41746,Unknown,DD,NA,NA,am,TRUE
Fis-29328,Centroscymnus coelolepis,1,41747,Unknown,NT,NA,NA,am,TRUE
Fis-61506,Centroscymnus owstonii,1,41749,Unknown,LC,NA,NA,am,TRUE
Fis-23081,Cephaloscyllium isabellum,null,41752,Stable,LC,NA,NA,am,TRUE
Fis-23082,Cephaloscyllium laticeps,null,41753,Unknown,LC,NA,NA,am,TRUE
ITS-Mam-180478,Neophocaena phocaenoides,1,41754,Decreasing,VU,MARINEFISH_Part1,41754,iucn_parent,TRUE
NA,Neophocaena asiaeorientalis,NA,41754,Decreasing,VU,MARINEFISH_Part1,41754,iucn_parent,TRUE
ITS-Mam-180488,Physeter macrocephalus,1,41755,Unknown,VU,MARINE_MAMMALS,41755,iucn_parent,TRUE
ITS-612599,Mesoplodon perrini,1,41759,Unknown,DD,MARINEFISH_Part1,41759,iucn,TRUE
ITS-Mam-612598,Mesoplodon traversii,1,41760,Unknown,DD,MARINEFISH_Part2,41760,iucn,TRUE
NA,Mesoplodon bahamondi,NA,41760,Unknown,DD,MARINEFISH_Part2,41760,iucn,TRUE
Fis-25892,Chiloscyllium indicum,null,41791,Unknown,NT,NA,NA,am,TRUE
Fis-30780,Chiloscyllium griseum,1,41792,Unknown,NT,NA,NA,am,TRUE
Fis-124683,Chimaera panthera,null,41793,Unknown,DD,NA,NA,am,TRUE
Fis-29338,Chlamydoselachus anguineus,1,41794,Unknown,NT,NA,NA,am,TRUE
Fis-29340,Cirrhigaleus barbifer,1,41795,Unknown,DD,NA,NA,am,TRUE
Fis-26085,Dasyatis brevicaudata,null,41796,Unknown,LC,NA,NA,am,TRUE
Fis-35263,Dasyatis fluviorum,1,41797,Decreasing,VU,NA,NA,am,TRUE
Fis-23103,Deania calcea,1,41798,Unknown,LC,NA,NA,am,TRUE
Fis-131849,Dipturus innominatus,1,41799,Stable,NT,NA,NA,am,TRUE
Fis-23113,Echinorhinus brucus,null,41801,Unknown,DD,NA,NA,am,TRUE
Fis-29367,Echinorhinus cookei,1,41802,Unknown,NT,NA,NA,am,TRUE
Fis-131447,Etmopterus baxteri,null,41803,Unknown,LC,NA,NA,am,TRUE
Fis-146570,Etmopterus caudistigmus,null,41804,Unknown,LC,NA,NA,am,TRUE
Fis-146571,Etmopterus dianthus,null,41805,Unknown,LC,NA,NA,am,TRUE
Fis-146572,Etmopterus dislineatus,null,41806,Unknown,LC,NA,NA,am,TRUE
Fis-146573,Etmopterus evansi,null,41807,Unknown,LC,NA,NA,am,TRUE
Fis-146574,Etmopterus fusus,null,41808,Unknown,LC,NA,NA,am,TRUE
Fis-146575,Etmopterus pseudosqualiolus,null,41809,Unknown,LC,NA,NA,am,TRUE
Fis-23128,Eusphyra blochii,1,41810,Unknown,NT,NA,NA,am,TRUE
Fis-6652,Figaro boardmani,null,41811,Unknown,LC,NA,NA,am,TRUE
Fis-125906,Galeus gracilis,null,41812,Unknown,DD,NA,NA,am,TRUE
Fis-25898,Gollum attenuatus,null,41814,Unknown,LC,NA,NA,am,TRUE
Fis-31570,Hemigaleus microstoma,null,41816,Decreasing,VU,NA,NA,am,TRUE
Fis-25894,Hemiscyllium ocellatum,1,41818,Stable,LC,NA,NA,am,TRUE
Fis-31576,Hemiscyllium trispeculare,1,41820,Unknown,LC,NA,NA,am,TRUE
Fis-23149,Heptranchias perlo,1,41823,Unknown,NT,NA,NA,am,TRUE
Fis-23156,Heterodontus zebra,1,41825,Unknown,LC,NA,NA,am,TRUE
Fis-28784,Hydrolagus novaezealandiae,1,41827,Stable,LC,NA,NA,am,TRUE
Fis-139820,Hypnos monopterygius,null,41828,Unknown,LC,NA,NA,am,TRUE
Fis-23161,Isistius brasiliensis,1,41830,Unknown,LC,NA,NA,am,TRUE
Fis-58386,Mobula eregoodootenkee,null,41832,Unknown,NT,NA,NA,am,TRUE
Fis-21798,Mobula japanica,null,41833,Unknown,NT,NA,NA,am,TRUE
Fis-35371,Myliobatis tenuicaudatus,null,41834,Unknown,LC,NA,NA,am,TRUE
Fis-25888,Nebrius ferrugineus,1,41835,Decreasing,VU,NA,NA,am,TRUE
