iucn_sid,habitat,paired_map,max_depth,shallow_str,shallow
133025,"This species occurs in shallow, tropical reef environments. It is found in turbid water around fringing reefs. It only occurs in protected subtidal habitats such as contained lagoons and sandy slopes (Wallace 1999). This species is found from 3-20 m.",TRUE,20,TRUE,TRUE
133026,"It is found in shallow reef environments, protected from strong wave action.<br/><br/>This genus is typically conspicuous (Veron 1995), but <em>M. mancaoi</em> is not a particularly conspicuous species.",TRUE,NA,TRUE,TRUE
133029,"This species occurs in shallow, tropical reef environments. It is found on upper to mid reef slopes. It is found on subtidal rock and rocky reefs, in the outer reef channel, and in lagoons. This species is found to 30 m.",TRUE,30,TRUE,TRUE
133030,"This species occurs in shallow, tropical reef environments. It is found in shallow reef environments, especially where exposed to strong currents. It occurs intertidally or just subtidally on shallow reef tops and edges (Wallace 1999). This species is found from 3-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,20,TRUE,TRUE
133031,"This species occurs in most shallow, tropical reef environments. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE
133032,"This species is found in most shallow reef environments, especially clear waters. This species is found to 30 m.",TRUE,30,TRUE,TRUE
133033,"This species occurs in shallow, tropical reef environments. It is usually restricted to shallow back-reef margins. It occurs in reef flat and shallow habitats or interefal lagoons (Wallace 1999). <em>Acropora pulchra</em> likely spawns annually in September in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 1-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth  (Wood 1983).",TRUE,20,TRUE,TRUE
133034,"This species is found on soft substrata on lower reef slopes and reef bases. The depth range is from 1 m (Fenner pers. comm.)  to 40 m (Hoeksema 1990) The maximum size is 15 cm in diameter. It may reproduce asexually by fragmentation. This species is usually found living in the deeper reef zones, but has also been seen in shallow seagrass beds.",TRUE,40,TRUE,TRUE
133037,"This species is found in deep-water fore reefs, walls and overhangs. It occurs from 20-76 m (Reed 1985).",TRUE,76,FALSE,TRUE
133038,"This species is common on lower reef slopes and lagoons protected from wave action, generally to depths of 20 m.",TRUE,20,FALSE,TRUE
133040,"This species occurs in shallow water, especially lagoons and back reef margins. This species is found on the back and foreslopes of reefs. This species is found to at least 15 m.",FALSE,15,TRUE,TRUE
133043,"This species occurs in most reef environments, generally to depths of 20 m.",TRUE,20,FALSE,TRUE
133045,This species is found in shallow water exposed to strong wave action. The maximum size is 50 cm across.,TRUE,NA,TRUE,TRUE
133046,"This species occurs in shallow reef environments. This species is found from 5-15 m. <br/><br/>There are few records for this coral, and it is difficult to give detailed information on its distribution. It is generally found on soft substrates of lower reef slopes in clear or slightly turbid water. In certain areas it may occur in extensive tracts (Wood 1983).",TRUE,15,TRUE,TRUE
133051,"This species is found in shallow reef environments, generally to depths of 30 m.",FALSE,30,TRUE,TRUE
133052,"This species occurs in shallow, tropical, partly protected reef environments. This species is found on the back and foreslopes and possibly in lagoons from 1 m to at least 4 m.",FALSE,4,TRUE,TRUE
133053,"This species occurs at intermediate, deep fore reef and lagoon environments especially towards the base of the reef and adjacent soft substrate communities. Occurs from 10-92 m (Reed 1985), but most common from 15-25 m. This species tends to be resilient to waters with high sedimentation.",TRUE,92,FALSE,TRUE
133054,"This species is found in subtidal reef environments, especially lagoons, generally to depths of 30 m. In the Arabian Sea it is found in non-reef substrates in areas subjected to cold-water upwelling between 2-5 m deep (Sheppard and Sheppard 1991).",FALSE,30,FALSE,TRUE
133055,"This species occurs in shallow reef environments. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. This species is found to 20 m.",TRUE,20,TRUE,TRUE
133056,"This species occurs in a wide range of shallow to mid-depth reef environments, including lagoon back reef areas. This species is found to at least 20 m.",FALSE,20,TRUE,TRUE
133057,This species occurs in mid-slope reef environments protected from wave action. This species is found from 5-20 m. <br/><br/>All members of the genus <em>Euphyllia</em> have commensal shrimp species associated with them.,TRUE,20,FALSE,TRUE
133058,"This species occurs in shallow, tropical reef environments. It is found in protected reef environments, especially vertical faces and lower reef slopes. This species is found from 5-40 m. <br/><br/>Echinophyllia is found in most fore reef areas, but has a preference for slightly shaded spots on the reef slopes (Wood 1983). Colonies of <em>E. echinata</em> grow to 20 cm or less (Fenner pers. comm.).",TRUE,40,TRUE,TRUE
133059,"This species occurs in shallow, tropical reef environments. It is found on reef flats and upper slopes. This species is found on subtidal rock and rocky reefs and in lagoons. This species is found to 20 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983).",TRUE,20,TRUE,TRUE
133061,"This species occurs in shallow, tropical reef environments. It is found on reef slopes. This species is found from 2-25 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,25,TRUE,TRUE
133064,"This species occurs in shallow, tropical reef environments in turbid environments, especially lagoons. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE
133066,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE
133070,"This species is found in most tropical reef environments. It forms sub-massive to massive colonies. This species is found on subtidal rock and rocky reefs, on the back and foreslope, and in lagoons. It may be found in the outer reef channel. This species is found to 20 m. <br/><br/>Species in this genus are usually most abundant at mid-depth. This genus is a common and extremely important reef-building coral in the western Atlantic (Wood 1983). It forms massive colonies that are usually rounded or lobed in shallow water and flattened or plate-like on deep reefs (Wood 1983).",TRUE,20,TRUE,TRUE
133071,"This species occurs in shallow, tropical reef environments. It is mostly found on protected upper reef slopes. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE
133072,"This species occurs in shallow, tropical reef environments on semi-sheltered reef slopes. This species is found to at least 10 m.",FALSE,10,TRUE,TRUE
133073,"This species is found in shallow, fringing reefs. It is known to what depth this species can occur.",FALSE,NA,TRUE,TRUE
133074,"This species occurs in shallow, tropical reef environments. It is found on rocky foreshores of temperate locations, and in tropical areas (DeVantier pers. comm.). This species is found on subtidal rock and rocky reefs, on the back and foreslope and in lagoons. This species is found to 20 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983).",FALSE,20,TRUE,TRUE
133076,This species can be found in most reef environments. This species is found to 40 m.,TRUE,40,FALSE,TRUE
133081,"This species occurs in shallow, tropical reef environments. It is found in shallow water protected from wave action, only in protected, subtidal lagoons (Wallace 1999), and protected reef slopes (Richards pers. comm.). This species is found from 10-25 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,25,TRUE,TRUE
