am_sid,sciname,iucn_id,sciname_worrms,status,sciname_accepted,am_name_ver
Fis-31863,Amblygobius linki,NA,Amblygobius linki,accepted,Amblygobius linki,TRUE
Fis-26455,Amblygobius nocturnus,NA,Amblygobius nocturnus,accepted,Amblygobius nocturnus,TRUE
Fis-26423,Amblygobius phalaena,NA,Amblygobius phalaena,accepted,Amblygobius phalaena,TRUE
Fis-58043,Amblygobius semicinctus,NA,Amblygobius semicinctus,accepted,Amblygobius semicinctus,TRUE
Fis-26424,Amblygobius sphynx,NA,Amblygobius sphynx,accepted,Amblygobius sphynx,TRUE
Fis-144725,Amblyotrypauchen arctocephalus,NA,Amblyotrypauchen arctocephalus,accepted,Amblyotrypauchen arctocephalus,TRUE
Fis-27470,Amblypomacentrus breviceps,NA,Amblypomacentrus breviceps,accepted,Amblypomacentrus breviceps,TRUE
Fis-132004,Amblyraja doellojuradoi,63122,Amblyraja doellojuradoi,accepted,Amblyraja doellojuradoi,TRUE
Fis-131851,Amblyraja georgiana,161490,Amblyraja georgiana,accepted,Amblyraja georgiana,TRUE
Fis-131852,Amblyraja hyperborea,63119,Amblyraja hyperborea,accepted,Amblyraja hyperborea,TRUE
Fis-131855,Amblyraja jenseni,161491,Amblyraja jenseni,accepted,Amblyraja jenseni,TRUE
Fis-131853,Amblyraja radiata,161542,Amblyraja radiata,accepted,Amblyraja radiata,TRUE
Fis-132542,Amblyraja taaf,161392,Amblyraja taaf,accepted,Amblyraja taaf,TRUE
Fis-26842,Amblyrhynchotes honckenii,NA,Amblyrhynchotes honckenii,accepted,Amblyrhynchotes honckenii,TRUE
Fis-142497,Ambophthalmos angustus,NA,Ambophthalmos angustus,accepted,Ambophthalmos angustus,TRUE
Fis-169602,Amioides polyacanthus,NA,NA,error,NA,NA
Fis-159682,Amissidens hainesi,NA,Amissidens hainesi,accepted,Amissidens hainesi,TRUE
Fis-29618,Ammodytes americanus,NA,Ammodytes americanus,accepted,Ammodytes americanus,TRUE
Fis-29619,Ammodytes dubius,NA,Ammodytes dubius,accepted,Ammodytes dubius,TRUE
Fis-29620,Ammodytes hexapterus,NA,Ammodytes hexapterus,accepted,Ammodytes hexapterus,TRUE
Fis-29267,Ammodytes marinus,NA,Ammodytes marinus,accepted,Ammodytes marinus,TRUE
Fis-29268,Ammodytes personatus,NA,Ammodytes personatus,accepted,Ammodytes personatus,TRUE
Fis-29269,Ammodytes tobianus,NA,Ammodytes tobianus,accepted,Ammodytes tobianus,TRUE
Fis-138579,Ammodytoides gilli,178060,Ammodytoides gilli,accepted,Ammodytoides gilli,TRUE
Fis-29171,Ammotretis lituratus,NA,Ammotretis lituratus,accepted,Ammotretis lituratus,TRUE
Fis-33020,Ammotretis rostratus,NA,Ammotretis rostratus,accepted,Ammotretis rostratus,TRUE
Fis-29218,Amniataba caudavittata,NA,Amniataba caudavittata,accepted,Amniataba caudavittata,TRUE
Fis-146212,Amoya gracilis,NA,Amoya gracilis,accepted,Amoya gracilis,TRUE
Fis-13933,Amphelikturus dendriticus,NA,Amphelikturus dendriticus,accepted,Amphelikturus dendriticus,TRUE
Fis-159662,Amphiarius phrygiatus,NA,Amphiarius phrygiatus,accepted,Amphiarius phrygiatus,TRUE
Fis-159835,Amphiarius rugispinis,NA,Amphiarius rugispinis,accepted,Amphiarius rugispinis,TRUE
Fis-28538,Amphichaetodon howensis,165682,Amphichaetodon howensis,accepted,Amphichaetodon howensis,TRUE
Fis-22978,Amphichthys cryptocentrus,155024,Amphichthys cryptocentrus,accepted,Amphichthys cryptocentrus,TRUE
Fis-32636,Amphiprion akallopisos,NA,Amphiprion akallopisos,accepted,Amphiprion akallopisos,TRUE
Fis-34928,Amphiprion akindynos,NA,Amphiprion akindynos,accepted,Amphiprion akindynos,TRUE
Fis-34859,Amphiprion allardi,NA,Amphiprion allardi,accepted,Amphiprion allardi,TRUE
Fis-34860,Amphiprion bicinctus,NA,Amphiprion bicinctus,accepted,Amphiprion bicinctus,TRUE
Fis-31016,Amphiprion chrysopterus,NA,Amphiprion chrysopterus,accepted,Amphiprion chrysopterus,TRUE
Fis-25631,Amphiprion clarkii,NA,Amphiprion clarkii,accepted,Amphiprion clarkii,TRUE
Fis-28226,Amphiprion ephippium,NA,Amphiprion ephippium,accepted,Amphiprion ephippium,TRUE
Fis-31864,Amphiprion frenatus,NA,Amphiprion frenatus,accepted,Amphiprion frenatus,TRUE
Fis-33247,Amphiprion latezonatus,NA,Amphiprion latezonatus,accepted,Amphiprion latezonatus,TRUE
Fis-58054,Amphiprion leucokranos,NA,Amphiprion leucokranos,accepted,Amphiprion leucokranos,TRUE
Fis-31052,Amphiprion melanopus,NA,Amphiprion melanopus,accepted,Amphiprion melanopus,TRUE
Fis-32543,Amphiprion nigripes,NA,Amphiprion nigripes,accepted,Amphiprion nigripes,TRUE
Fis-31857,Amphiprion ocellaris,NA,Amphiprion ocellaris,accepted,Amphiprion ocellaris,TRUE
Fis-27335,Amphiprion percula,NA,Amphiprion percula,accepted,Amphiprion percula,TRUE
Fis-29622,Amphiprion perideraion,NA,Amphiprion perideraion,accepted,Amphiprion perideraion,TRUE
Fis-32656,Amphiprion polymnus,NA,Amphiprion polymnus,accepted,Amphiprion polymnus,TRUE
Fis-33250,Amphiprion rubrocinctus,NA,Amphiprion rubrocinctus,accepted,Amphiprion rubrocinctus,TRUE
Fis-31865,Amphiprion sandaracinos,154812,Amphiprion sandaracinos,accepted,Amphiprion sandaracinos,TRUE
Fis-34867,Amphiprion sebae,NA,Amphiprion sebae,accepted,Amphiprion sebae,TRUE
Fis-29623,Amphistichus argenteus,NA,Amphistichus argenteus,accepted,Amphistichus argenteus,TRUE
Fis-24417,Amphistichus koelzi,154728,Amphistichus koelzi,accepted,Amphistichus koelzi,TRUE
Fis-24418,Amphistichus rhodoterus,NA,Amphistichus rhodoterus,accepted,Amphistichus rhodoterus,TRUE
Fis-164872,Amsichthys knighti,NA,Amsichthys knighti,accepted,Amsichthys knighti,TRUE
Fis-63249,Anacanthobatis americana,161481,Anacanthobatis americana,unaccepted,Anacanthobatis americanus,FALSE
Fis-126296,Anacanthobatis folirostris,161681,Anacanthobatis folirostris,accepted,Anacanthobatis folirostris,TRUE
Fis-126299,Anacanthobatis longirostris,161494,Anacanthobatis longirostris,accepted,Anacanthobatis longirostris,TRUE
Fis-32706,Anacanthus barbatus,154935,Anacanthus barbatus,accepted,Anacanthus barbatus,TRUE
Fis-31132,Anampses caeruleopunctatus,187716,Anampses caeruleopunctatus,accepted,Anampses caeruleopunctatus,TRUE
Fis-31144,Anampses cuvier,187758,Anampses cuvier,accepted,Anampses cuvier,TRUE
Fis-31146,Anampses elegans,187453,Anampses elegans,accepted,Anampses elegans,TRUE
Fis-31136,Anampses femininus,187808,Anampses femininus,accepted,Anampses femininus,TRUE
Fis-31135,Anampses geographicus,187710,Anampses geographicus,accepted,Anampses geographicus,TRUE
Fis-31145,Anampses lennardi,187567,Anampses lennardi,accepted,Anampses lennardi,TRUE
Fis-32535,Anampses lineatus,187639,Anampses lineatus,accepted,Anampses lineatus,TRUE
Fis-31471,Anampses melanurus,155146,Anampses melanurus,accepted,Anampses melanurus,TRUE
Fis-31133,Anampses meleagrides,187723,Anampses meleagrides,accepted,Anampses meleagrides,TRUE
Fis-31134,Anampses neoguinaicus,187759,Anampses neoguinaicus,accepted,Anampses neoguinaicus,TRUE
Fis-31137,Anampses twistii,187784,Anampses twistii,accepted,Anampses twistii,TRUE
Fis-51774,Anaora tentaculata,NA,Anaora tentaculata,accepted,Anaora tentaculata,TRUE
Fis-31847,Anarchias allardicei,NA,Anarchias allardicei,accepted,Anarchias allardicei,TRUE
Fis-26149,Anarchias cantonensis,NA,Anarchias cantonensis,accepted,Anarchias cantonensis,TRUE
Fis-27263,Anarchias euryurus,NA,Anarchias euryurus,accepted,Anarchias euryurus,TRUE
Fis-28980,Anarchias galapagensis,183526,Anarchias galapagensis,accepted,Anarchias galapagensis,TRUE
Fis-143503,Anarchias leucurus,NA,Anarchias leucurus,accepted,Anarchias leucurus,TRUE
Fis-23903,Anarchias similis,NA,Anarchias similis,accepted,Anarchias similis,TRUE
Fis-24778,Anarchopterus tectus,NA,Anarchopterus tectus,accepted,Anarchopterus tectus,TRUE
Fis-29624,Anarhichas denticulatus,NA,Anarhichas denticulatus,accepted,Anarhichas denticulatus,TRUE
Fis-29625,Anarhichas lupus,NA,Anarhichas lupus,accepted,Anarhichas lupus,TRUE
Fis-29626,Anarhichas minor,NA,Anarhichas minor,accepted,Anarhichas minor,TRUE
Fis-29627,Anarhichas orientalis,NA,Anarhichas orientalis,accepted,Anarhichas orientalis,TRUE
Fis-29628,Anarrhichthys ocellatus,NA,Anarrhichthys ocellatus,accepted,Anarrhichthys ocellatus,TRUE
Fis-23341,Anchoa argentivittata,183309,Anchoa argentivittata,accepted,Anchoa argentivittata,TRUE
Fis-23343,Anchoa cayorum,NA,Anchoa cayorum,accepted,Anchoa cayorum,TRUE
Fis-29630,Anchoa colonensis,NA,Anchoa colonensis,accepted,Anchoa colonensis,TRUE
Fis-23345,Anchoa compressa,NA,Anchoa compressa,accepted,Anchoa compressa,TRUE
Fis-23346,Anchoa cubana,NA,Anchoa cubana,accepted,Anchoa cubana,TRUE
Fis-22842,Anchoa curta,183619,Anchoa curta,accepted,Anchoa curta,TRUE
Fis-22844,Anchoa eigenmannia,183635,Anchoa eigenmannia,accepted,Anchoa eigenmannia,TRUE
Fis-23347,Anchoa exigua,183470,Anchoa exigua,accepted,Anchoa exigua,TRUE
Fis-22980,Anchoa filifera,NA,Anchoa filifera,accepted,Anchoa filifera,TRUE
Fis-23348,Anchoa helleri,183382,Anchoa helleri,accepted,Anchoa helleri,TRUE
Fis-23349,Anchoa hepsetus,NA,Anchoa hepsetus,accepted,Anchoa hepsetus,TRUE
Fis-23350,Anchoa ischana,183245,Anchoa ischana,accepted,Anchoa ischana,TRUE
Fis-29631,Anchoa lamprotaenia,NA,Anchoa lamprotaenia,accepted,Anchoa lamprotaenia,TRUE
Fis-22982,Anchoa lucida,183464,Anchoa lucida,accepted,Anchoa lucida,TRUE
Fis-23351,Anchoa lyolepis,NA,Anchoa lyolepis,accepted,Anchoa lyolepis,TRUE
Fis-23352,Anchoa nasus,183657,Anchoa nasus,accepted,Anchoa nasus,TRUE
Fis-22987,Anchoa parva,NA,Anchoa parva,accepted,Anchoa parva,TRUE
Fis-22989,Anchoa spinifer,NA,Anchoa spinifer,accepted,Anchoa spinifer,TRUE
Fis-22990,Anchoa starksi,184000,Anchoa starksi,accepted,Anchoa starksi,TRUE
Fis-29272,Anchoa walkeri,155020,Anchoa walkeri,accepted,Anchoa walkeri,TRUE
Fis-22994,Anchovia clupeoides,NA,Anchovia clupeoides,accepted,Anchovia clupeoides,TRUE
Fis-22995,Anchovia macrolepidota,183917,Anchovia macrolepidota,accepted,Anchovia macrolepidota,TRUE
Fis-23355,Anchoviella brevirostris,155294,Anchoviella brevirostris,accepted,Anchoviella brevirostris,TRUE
Fis-23360,Anchoviella lepidentostole,NA,Anchoviella lepidentostole,accepted,Anchoviella lepidentostole,TRUE
Fis-23362,Anchoviella perfasciata,NA,Anchoviella perfasciata,accepted,Anchoviella perfasciata,TRUE
Fis-163904,Ancistrogobius dipus,NA,Ancistrogobius dipus,accepted,Ancistrogobius dipus,TRUE
Fis-163907,Ancistrogobius yoshigoui,NA,Ancistrogobius yoshigoui,accepted,Ancistrogobius yoshigoui,TRUE
Fis-144180,Ancylopsetta antillarum,NA,Ancylopsetta antillarum,accepted,Ancylopsetta antillarum,TRUE
Fis-32400,Ancylopsetta cycloidea,154765,Ancylopsetta cycloidea,accepted,Ancylopsetta cycloidea,TRUE
Fis-32725,Ancylopsetta dendritica,183656,Ancylopsetta dendritica,accepted,Ancylopsetta dendritica,TRUE
Fis-24419,Ancylopsetta dilecta,NA,Ancylopsetta dilecta,accepted,Ancylopsetta dilecta,TRUE
Fis-32401,Ancylopsetta kumperae,154648,Ancylopsetta kumperae,accepted,Ancylopsetta kumperae,TRUE
Fis-149852,Ancylopsetta ommata,NA,Ancylopsetta ommata,accepted,Ancylopsetta ommata,TRUE
Fis-26680,Andamia reyi,NA,Andamia reyi,accepted,Andamia reyi,TRUE
Fis-54337,Andamia tetradactylus,NA,Andamia tetradactylus,accepted,Andamia tetradactylus,TRUE
Fis-22711,Anguilla anguilla,60344,Anguilla anguilla,accepted,Anguilla anguilla,TRUE
Fis-147517,Anguilla australis australis,NA,Anguilla australis australis,accepted,Anguilla australis australis,TRUE
Fis-8951,Anguilla bicolor,166894,Anguilla bicolor,alternate representation,Anguilla bicolor bicolor,FALSE
Fis-34672,Anguilla celebesensis,195503,Anguilla celebesensis,accepted,Anguilla celebesensis,TRUE
Fis-35153,Anguilla megastoma,196301,Anguilla megastoma,accepted,Anguilla megastoma,TRUE
Fis-23366,Anguilla mossambica,183155,Anguilla mossambica,accepted,Anguilla mossambica,TRUE
Fis-32394,Anguilla obscura,196302,Anguilla obscura,accepted,Anguilla obscura,TRUE
Fis-32395,Anguilla reinhardtii,NA,Anguilla reinhardtii,accepted,Anguilla reinhardtii,TRUE
Fis-22845,Anguilla rostrata,191108,Anguilla rostrata,accepted,Anguilla rostrata,TRUE
Fis-24753,Anisarchus medius,NA,Anisarchus medius,accepted,Anisarchus medius,TRUE
Fis-28954,Anisotremus caesius,183434,Anisotremus caesius,accepted,Anisotremus caesius,TRUE
Fis-24420,Anisotremus davidsonii,183736,Anisotremus davidsonii,accepted,Anisotremus davidsonii,TRUE
Fis-26928,Anisotremus interruptus,183489,Anisotremus interruptus,accepted,Anisotremus interruptus,TRUE
Fis-26930,Anisotremus scapularis,183256,Anisotremus scapularis,accepted,Anisotremus scapularis,TRUE
Fis-35611,Anisotremus taeniatus,183620,Anisotremus taeniatus,accepted,Anisotremus taeniatus,TRUE
Fis-23368,Anisotremus virginicus,NA,Anisotremus virginicus,accepted,Anisotremus virginicus,TRUE
Fis-23369,Anodontostoma chacunda,NA,Anodontostoma chacunda,accepted,Anodontostoma chacunda,TRUE
Fis-29638,Anodontostoma thailandiae,154792,Anodontostoma thailandiae,accepted,Anodontostoma thailandiae,TRUE
Fis-26415,Anomalops katoptron,NA,Anomalops katoptron,accepted,Anomalops katoptron,TRUE
Fis-24421,Anoplagonus inermis,NA,Anoplagonus inermis,accepted,Anoplagonus inermis,TRUE
Fis-29639,Anoplarchus insignis,NA,Anoplarchus insignis,accepted,Anoplarchus insignis,TRUE
Fis-29640,Anoplarchus purpurescens,NA,Anoplarchus purpurescens,accepted,Anoplarchus purpurescens,TRUE
Fis-35880,Anoplocapros amygdaloides,NA,Anoplocapros amygdaloides,accepted,Anoplocapros amygdaloides,TRUE
Fis-29185,Anoplocapros inermis,154771,Anoplocapros inermis,accepted,Anoplocapros inermis,TRUE
Fis-29186,Anoplocapros lenticularis,NA,Anoplocapros lenticularis,accepted,Anoplocapros lenticularis,TRUE
Fis-34960,Anoplogaster brachycera,NA,Anoplogaster brachycera,accepted,Anoplogaster brachycera,TRUE
Fis-23904,Anoplogaster cornuta,NA,Anoplogaster cornuta,accepted,Anoplogaster cornuta,TRUE
Fis-22996,Anoplopoma fimbria,NA,Anoplopoma fimbria,accepted,Anoplopoma fimbria,TRUE
Fis-148363,Anotopterus nikparini,NA,Anotopterus nikparini,accepted,Anotopterus nikparini,TRUE
Fis-29641,Anotopterus pharao,NA,Anotopterus pharao,accepted,Anotopterus pharao,TRUE
Fis-26906,Anoxypristis cuspidata,39389,Anoxypristis cuspidata,accepted,Anoxypristis cuspidata,TRUE
Fis-32641,Antennablennius australis,NA,Antennablennius australis,accepted,Antennablennius australis,TRUE
Fis-26821,Antennablennius bifilum,NA,Antennablennius bifilum,accepted,Antennablennius bifilum,TRUE
Fis-113013,Antennablennius hypenetes,NA,Antennablennius hypenetes,accepted,Antennablennius hypenetes,TRUE
Fis-113018,Antennablennius variopunctatus,NA,Antennablennius variopunctatus,accepted,Antennablennius variopunctatus,TRUE
Fis-28056,Antennarius biocellatus,NA,Antennarius biocellatus,accepted,Antennarius biocellatus,TRUE
Fis-163998,Antennarius commerson,NA,Antennarius commerson,accepted,Antennarius commerson,TRUE
Fis-163998,Antennarius commerson,NA,Antennarius commerson,unaccepted,Antennarius commerson,TRUE
Fis-26844,Antennarius hispidus,NA,Antennarius hispidus,accepted,Antennarius hispidus,TRUE
Fis-54289,Antennarius indicus,NA,Antennarius indicus,accepted,Antennarius indicus,TRUE
Fis-27352,Antennarius maculatus,NA,Antennarius maculatus,accepted,Antennarius maculatus,TRUE
Fis-24422,Antennarius multiocellatus,NA,Antennarius multiocellatus,accepted,Antennarius multiocellatus,TRUE
Fis-25440,Antennarius pardalis,NA,Antennarius pardalis,accepted,Antennarius pardalis,TRUE
Fis-29643,Antennarius pauciradiatus,NA,Antennarius pauciradiatus,accepted,Antennarius pauciradiatus,TRUE
Fis-27743,Antennarius pictus,NA,Antennarius pictus,accepted,Antennarius pictus,TRUE
Fis-32292,Antennarius randalli,NA,Antennarius randalli,accepted,Antennarius randalli,TRUE
Fis-25646,Antennarius striatus,NA,Antennarius striatus,accepted,Antennarius striatus,TRUE
Fis-166689,Antennatus analis,155277,Antennatus analis,accepted,Antennatus analis,TRUE
Fis-166691,Antennatus coccineus,NA,Antennatus coccineus,accepted,Antennatus coccineus,TRUE
Fis-166692,Antennatus dorehensis,NA,Antennatus dorehensis,accepted,Antennatus dorehensis,TRUE
Fis-145058,Antennatus linearis,NA,Antennatus linearis,accepted,Antennatus linearis,TRUE
Fis-166694,Antennatus nummifer,NA,Antennatus nummifer,accepted,Antennatus nummifer,TRUE
Fis-166695,Antennatus rosaceus,NA,Antennatus rosaceus,accepted,Antennatus rosaceus,TRUE
Fis-58200,Antennatus sanguineus,183660,Antennatus sanguineus,accepted,Antennatus sanguineus,TRUE
Fis-28890,Antennatus strigatus,183522,Antennatus strigatus,accepted,Antennatus strigatus,TRUE
Fis-28075,Antennatus tuberosus,NA,Antennatus tuberosus,accepted,Antennatus tuberosus,TRUE
Fis-23371,Anthias anthias,NA,Anthias anthias,accepted,Anthias anthias,TRUE
Fis-138831,Anthias menezesi,NA,Anthias menezesi,accepted,Anthias menezesi,TRUE
Fis-29646,Anthias nicholsi,NA,Anthias nicholsi,accepted,Anthias nicholsi,TRUE
Fis-138829,Anthias woodsi,NA,Anthias woodsi,accepted,Anthias woodsi,TRUE
Fis-29648,Antigonia capros,NA,Antigonia capros,accepted,Antigonia capros,TRUE
Fis-29649,Antigonia combatia,154928,Antigonia combatia,accepted,Antigonia combatia,TRUE
Fis-144342,Antigonia eos,NA,Antigonia eos,accepted,Antigonia eos,TRUE
Fis-144339,Antigonia indica,NA,Antigonia indica,accepted,Antigonia indica,TRUE
Fis-34066,Antigonia malayana,NA,Antigonia malayana,accepted,Antigonia malayana,TRUE
Fis-35779,Antigonia rhomboidea,NA,Antigonia rhomboidea,accepted,Antigonia rhomboidea,TRUE
Fis-26628,Antigonia rubescens,NA,Antigonia rubescens,accepted,Antigonia rubescens,TRUE
Fis-144381,Antigonia rubicunda,NA,Antigonia rubicunda,accepted,Antigonia rubicunda,TRUE
Fis-158649,Antigonia undulata,NA,Antigonia undulata,accepted,Antigonia undulata,TRUE
Fis-29650,Antimora microlepis,155287,Antimora microlepis,accepted,Antimora microlepis,TRUE
Fis-23905,Antimora rostrata,NA,Antimora rostrata,accepted,Antimora rostrata,TRUE
Fis-25382,Anyperodon leucogrammicus,132787,Anyperodon leucogrammicus,accepted,Anyperodon leucogrammicus,TRUE
Fis-24424,Apeltes quadracus,154731,Apeltes quadracus,accepted,Apeltes quadracus,TRUE
Fis-4273,Aphanius dispar dispar,183159,Aphanius dispar dispar,accepted,Aphanius dispar dispar,TRUE
Fis-25345,Aphanius fasciatus,1847,Aphanius fasciatus,accepted,Aphanius fasciatus,TRUE
Fis-25345,Aphanius fasciatus,1847,Aphanius fasciatus,unaccepted,Aphanius fasciatus,TRUE
Fis-144330,Aphanopus arigato,NA,Aphanopus arigato,accepted,Aphanopus arigato,TRUE
Fis-29275,Aphanopus carbo,NA,Aphanopus carbo,accepted,Aphanopus carbo,TRUE
Fis-32889,Aphanopus intermedius,NA,Aphanopus intermedius,accepted,Aphanopus intermedius,TRUE
Fis-22737,Aphareus furca,NA,Aphareus furca,accepted,Aphareus furca,TRUE
Fis-29276,Aphareus rutilans,NA,Aphareus rutilans,accepted,Aphareus rutilans,TRUE
Fis-22712,Aphia minuta,NA,Aphia minuta,accepted,Aphia minuta,TRUE
Fis-122901,Aphos porosus,183734,Aphos porosus,accepted,Aphos porosus,TRUE
Fis-33130,Aphyonus gelatinosus,NA,Aphyonus gelatinosus,accepted,Aphyonus gelatinosus,TRUE
Fis-32690,Apionichthys dumerili,NA,Apionichthys dumerili,accepted,Apionichthys dumerili,TRUE
Fis-27763,Apistops caloundra,NA,Apistops caloundra,accepted,Apistops caloundra,TRUE
Fis-26087,Apistus carinatus,NA,Apistus carinatus,accepted,Apistus carinatus,TRUE
Fis-32411,Aplatophis chauliodus,NA,Aplatophis chauliodus,accepted,Aplatophis chauliodus,TRUE
Fis-27327,Apletodon dentatus,NA,Apletodon dentatus,accepted,Apletodon dentatus,TRUE
Fis-50088,Apletodon pellegrini,NA,Apletodon pellegrini,accepted,Apletodon pellegrini,TRUE
Fis-33261,Aploactis aspera,NA,Aploactis aspera,accepted,Aploactis aspera,TRUE
Fis-126895,Aploactisoma milesii,NA,Aploactisoma milesii,accepted,Aploactisoma milesii,TRUE
Fis-114203,Aplodactylus arctidens,NA,Aplodactylus arctidens,accepted,Aplodactylus arctidens,TRUE
Fis-136682,Aplodactylus lophodon,NA,Aplodactylus lophodon,accepted,Aplodactylus lophodon,TRUE
Fis-26491,Apocryptodon madurensis,NA,Apocryptodon madurensis,accepted,Apocryptodon madurensis,TRUE
Fis-29659,Apodichthys flavidus,NA,Apodichthys flavidus,accepted,Apodichthys flavidus,TRUE
Fis-10690,Apodichthys fucorum,NA,Apodichthys fucorum,accepted,Apodichthys fucorum,TRUE
Fis-61800,Apogon americanus,NA,Apogon americanus,accepted,Apogon americanus,TRUE
Fis-58216,Apogon atradorsatus,183259,Apogon atradorsatus,accepted,Apogon atradorsatus,TRUE
Fis-113429,Apogon atricaudus,183329,Apogon atricaudus,accepted,Apogon atricaudus,TRUE
Fis-24427,Apogon aurolineatus,NA,Apogon aurolineatus,accepted,Apogon aurolineatus,TRUE
Fis-24428,Apogon binotatus,NA,Apogon binotatus,accepted,Apogon binotatus,TRUE
Fis-159576,Apogon campbelli,NA,Apogon campbelli,accepted,Apogon campbelli,TRUE
Fis-142092,Apogon caudicinctus,NA,Apogon caudicinctus,accepted,Apogon caudicinctus,TRUE
Fis-31516,Apogon coccineus,NA,Apogon coccineus,accepted,Apogon coccineus,TRUE
Fis-35439,Apogon crassiceps,NA,Apogon crassiceps,accepted,Apogon crassiceps,TRUE
Fis-62558,Apogon dammermani,NA,Apogon dammermani,accepted,Apogon dammermani,TRUE
Fis-147939,Apogon dianthus,NA,Apogon dianthus,accepted,Apogon dianthus,TRUE
Fis-25801,Apogon doryssa,NA,Apogon doryssa,accepted,Apogon doryssa,TRUE
Fis-32737,Apogon dovii,183640,Apogon dovii,accepted,Apogon dovii,TRUE
Fis-35443,Apogon erythrinus,NA,Apogon erythrinus,accepted,Apogon erythrinus,TRUE
Fis-24429,Apogon guadalupensis,183756,Apogon guadalupensis,accepted,Apogon guadalupensis,TRUE
Fis-23372,Apogon imberbis,NA,Apogon imberbis,accepted,Apogon imberbis,TRUE
Fis-146598,Apogon indicus,154978,Apogon indicus,accepted,Apogon indicus,TRUE
Fis-29660,Apogon lachneri,NA,Apogon lachneri,accepted,Apogon lachneri,TRUE
